fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
402,Carya cordiformis,Carya cordiformis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701766,Carya cordiformis,(Wangenh.) K.Koch,Accepted,Species,2701766,Carya cordiformis,(Wangenh.) K.Koch,Accepted,Species,2701766,Carya cordiformis,(Wangenh.) K.Koch,Accepted,Species,2701766,Carya cordiformis,(Wangenh.) K.Koch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701766,,,0,Carya cordiformis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
403,Carya glabra,Carya glabra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701775,Carya glabra,(Mill.) Sweet,Accepted,Species,2701775,Carya glabra,(Mill.) Sweet,Accepted,Species,2701775,Carya glabra,(Mill.) Sweet,Accepted,Species,2701775,Carya glabra,(Mill.) Sweet,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701775,,,0,Carya glabra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
404,Carya illinoinensis,Carya illinoinensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701784,Carya illinoinensis,(Wangenh.) K.Koch,Accepted,Species,2701784,Carya illinoinensis,(Wangenh.) K.Koch,Accepted,Species,2701784,Carya illinoinensis,(Wangenh.) K.Koch,Accepted,Species,2701784,Carya illinoinensis,(Wangenh.) K.Koch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701784,,,0,Carya illinoinensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
405,Carya laciniosa,Carya laciniosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701789,Carya laciniosa,(F.Michx.) G.Don,Accepted,Species,2701789,Carya laciniosa,(F.Michx.) G.Don,Accepted,Species,2701789,Carya laciniosa,(F.Michx.) G.Don,Accepted,Species,2701789,Carya laciniosa,(F.Michx.) G.Don,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701789,,,0,Carya laciniosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
406,Carya myristiciformis,Carya myristiciformis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701803,,,0,Carya myristiciformis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
407,Carya ovata,Carya ovata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701831,Carya ovata,(Mill.) K.Koch,Accepted,Species,2701831,Carya ovata,(Mill.) K.Koch,Accepted,Species,2701831,Carya ovata,(Mill.) K.Koch,Accepted,Species,2701831,Carya ovata,(Mill.) K.Koch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701831,,,0,Carya ovata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
408,Carya texana,Carya texana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701863,Carya texana,Buckley,Accepted,Species,2701863,Carya texana,Buckley,Accepted,Species,2701863,Carya texana,Buckley,Accepted,Species,2701863,Carya texana,Buckley,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701863,,,0,Carya texana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
409,Carya alba,Carya alba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701739,Carya alba,(L.) Nutt. ex Elliott,Synonym,Species,2701867,Carya tomentosa,(Lam.) Nutt.,Accepted,Species,2701867,Carya tomentosa,(Lam.) Nutt.,Accepted,Species,2701867,Carya tomentosa,(Lam.) Nutt.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2701867,,,0,Carya tomentosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
410,Carya pallida,Carya pallida,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Accepted,Species,2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Accepted,Species,2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Accepted,Species,2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701846,,,0,Carya pallida,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
411,Carya floridana,Carya floridana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701774,Carya floridana,Sarg.,Accepted,Species,2701774,Carya floridana,Sarg.,Accepted,Species,2701774,Carya floridana,Sarg.,Accepted,Species,2701774,Carya floridana,Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701774,,,0,Carya floridana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
412,Carya ovalis,Carya ovalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701807,Carya ovalis,(Wangenh.) Sarg.,Synonym,Species,2701780,Carya glabra var. odorata,(Marshall) Little,Accepted,Variety,2701780,Carya glabra var. odorata,(Marshall) Little,Accepted,Variety,2701775,Carya glabra,(Mill.) Sweet,Species,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2701775,,,0,Carya glabra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
413,Carya carolinae-septentrionalis,Carya carolinae-septentrionalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701762,Carya carolinae-septentrionalis,(Ashe) Engl. & Graebn.,Synonym,Species,2701832,Carya ovata var. australis,(Ashe) Little,Accepted,Variety,2701832,Carya ovata var. australis,(Ashe) Little,Accepted,Variety,2701831,Carya ovata,(Mill.) K.Koch,Species,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2701831,,,0,Carya ovata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
421,Castanea dentata,Castanea dentata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,34965,Castanea dentata,(Marshall) Borkh.,Accepted,Species,34965,Castanea dentata,(Marshall) Borkh.,Accepted,Species,34965,Castanea dentata,(Marshall) Borkh.,Accepted,Species,34965,Castanea dentata,(Marshall) Borkh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,34965,,,0,Castanea dentata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
422,Castanea pumila,Castanea pumila,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,35028,Castanea pumila,(L.) Mill.,Accepted,Species,35028,Castanea pumila,(L.) Mill.,Accepted,Species,35028,Castanea pumila,(L.) Mill.,Accepted,Species,35028,Castanea pumila,(L.) Mill.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,35028,,,0,Castanea pumila,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
423,Castanea pumila var. ozarkensis,Castanea pumila var. ozarkensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,35034,Castanea pumila var. ozarkensis,(Ashe) G.E.Tucker,Synonym,Variety,35021,Castanea ozarkensis,Ashe,Accepted,Species,35021,Castanea ozarkensis,Ashe,Accepted,Species,35021,Castanea ozarkensis,Ashe,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,35021,,,0,Castanea ozarkensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
424,Castanea mollissima,Castanea mollissima,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,35016,Castanea mollissima,Blume,Accepted,Species,35016,Castanea mollissima,Blume,Accepted,Species,35016,Castanea mollissima,Blume,Accepted,Species,35016,Castanea mollissima,Blume,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,35016,,,0,Castanea mollissima,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
431,Chrysolepis chrysophylla var. chrysophylla,Chrysolepis chrysophylla var. chrysophylla,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,39928,Chrysolepis chrysophylla var. chrysophylla,,Accepted,Variety,39928,Chrysolepis chrysophylla var. chrysophylla,,Accepted,Variety,39928,Chrysolepis chrysophylla var. chrysophylla,,Accepted,Variety,39927,Chrysolepis chrysophylla,(Douglas ex Hook.) Hjelmq.,Species,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,39927,,,0,Chrysolepis chrysophylla,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
451,Catalpa bignonioides,Catalpa bignonioides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,320352,Catalpa bignonioides,Walter,Accepted,Species,320352,Catalpa bignonioides,Walter,Accepted,Species,320352,Catalpa bignonioides,Walter,Accepted,Species,320352,Catalpa bignonioides,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,320352,,,0,Catalpa bignonioides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
452,Catalpa speciosa,Catalpa speciosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,320410,Catalpa speciosa,Warder ex Teas,Accepted,Species,320410,Catalpa speciosa,Warder ex Teas,Accepted,Species,320410,Catalpa speciosa,Warder ex Teas,Accepted,Species,320410,Catalpa speciosa,Warder ex Teas,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,320410,,,0,Catalpa speciosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
461,Celtis laevigata,Celtis laevigata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2708323,Celtis laevigata,Willd.,Accepted,Species,2708323,Celtis laevigata,Willd.,Accepted,Species,2708323,Celtis laevigata,Willd.,Accepted,Species,2708323,Celtis laevigata,Willd.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2708323,,,0,Celtis laevigata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
462,Celtis occidentalis,Celtis occidentalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2708380,Celtis occidentalis,L.,Accepted,Species,2708380,Celtis occidentalis,L.,Accepted,Species,2708380,Celtis occidentalis,L.,Accepted,Species,2708380,Celtis occidentalis,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2708380,,,0,Celtis occidentalis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
463,Celtis laevigata var. reticulata,Celtis laevigata var. reticulata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2708331,Celtis laevigata var. reticulata,(Torr.) L.D.Benson,Synonym,Variety,2708432,Celtis reticulata,Torr.,Accepted,Species,2708432,Celtis reticulata,Torr.,Accepted,Species,2708432,Celtis reticulata,Torr.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2708432,,,0,Celtis reticulata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
471,Cercis canadensis,Cercis canadensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2711403,Cercis canadensis,L.,Accepted,Species,2711403,Cercis canadensis,L.,Accepted,Species,2711403,Cercis canadensis,L.,Accepted,Species,2711403,Cercis canadensis,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2711403,,,0,Cercis canadensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
475,Cercocarpus ledifolius,Cercocarpus ledifolius,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2943367,Cercocarpus ledifolius,Nutt.,Accepted,Species,2943367,Cercocarpus ledifolius,Nutt.,Accepted,Species,2943367,Cercocarpus ledifolius,Nutt.,Accepted,Species,2943367,Cercocarpus ledifolius,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2943367,,,0,Cercocarpus ledifolius,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
481,Cladrastis kentukea,Cladrastis kentukea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Accepted,Species,2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Accepted,Species,2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Accepted,Species,2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2724586,,,0,Cladrastis kentukea,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
491,Cornus florida,Cornus florida,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,47363,Cornus florida,L.,Accepted,Species,47363,Cornus florida,L.,Accepted,Species,47363,Cornus florida,L.,Accepted,Species,47363,Cornus florida,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,47363,,,0,Cornus florida,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
492,Cornus nuttallii,Cornus nuttallii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,47451,Cornus nuttallii,Audubon ex Torr. & A.Gray,Accepted,Species,47451,Cornus nuttallii,Audubon ex Torr. & A.Gray,Accepted,Species,47451,Cornus nuttallii,Audubon ex Torr. & A.Gray,Accepted,Species,47451,Cornus nuttallii,Audubon ex Torr. & A.Gray,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,47451,,,0,Cornus nuttallii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
500,Crataegus spp.,Crataegus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
501,Crataegus crus-galli,Crataegus crus-galli,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2945308,Crataegus crus-galli,L.,Accepted,Species,2945308,Crataegus crus-galli,L.,Accepted,Species,2945308,Crataegus crus-galli,L.,Accepted,Species,2945308,Crataegus crus-galli,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2945308,,,0,Crataegus crus-galli,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
502,Crataegus mollis,Crataegus mollis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Accepted,Species,2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Accepted,Species,2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Accepted,Species,2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2946180,,,0,Crataegus mollis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
511,Eucalyptus globulus,Eucalyptus globulus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,73008,Eucalyptus globulus,Labill.,Accepted,Species,73008,Eucalyptus globulus,Labill.,Accepted,Species,73008,Eucalyptus globulus,Labill.,Accepted,Species,73008,Eucalyptus globulus,Labill.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,73008,,,0,Eucalyptus globulus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
513,Eucalyptus grandis,Eucalyptus grandis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,73044,Eucalyptus grandis,W.Hill ex Maiden,Accepted,Species,73044,Eucalyptus grandis,W.Hill ex Maiden,Accepted,Species,73044,Eucalyptus grandis,W.Hill ex Maiden,Accepted,Species,73044,Eucalyptus grandis,W.Hill ex Maiden,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,73044,,,0,Eucalyptus grandis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
521,Diospyros virginiana,Diospyros virginiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,385000,Diospyros virginiana,L.,Accepted,Species,385000,Diospyros virginiana,L.,Accepted,Species,385000,Diospyros virginiana,L.,Accepted,Species,385000,Diospyros virginiana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,385000,,,0,Diospyros virginiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
522,Diospyros texana,Diospyros texana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,384904,Diospyros texana,Scheele,Accepted,Species,384904,Diospyros texana,Scheele,Accepted,Species,384904,Diospyros texana,Scheele,Accepted,Species,384904,Diospyros texana,Scheele,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,384904,,,0,Diospyros texana,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
523,Ehretia anacua,Ehretia anacua,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Accepted,Species,2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Accepted,Species,2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Accepted,Species,2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2784654,,,0,Ehretia anacua,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
531,Fagus grandifolia,Fagus grandifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,83824,Fagus grandifolia,Ehrh.,Accepted,Species,83824,Fagus grandifolia,Ehrh.,Accepted,Species,83824,Fagus grandifolia,Ehrh.,Accepted,Species,83824,Fagus grandifolia,Ehrh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,83824,,,0,Fagus grandifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
541,Fraxinus americana,Fraxinus americana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,369468,Fraxinus americana,L.,Accepted,Species,369468,Fraxinus americana,L.,Accepted,Species,369468,Fraxinus americana,L.,Accepted,Species,369468,Fraxinus americana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,369468,,,0,Fraxinus americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
542,Fraxinus latifolia,Fraxinus latifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,369836,Fraxinus latifolia,Benth.,Accepted,Species,369836,Fraxinus latifolia,Benth.,Accepted,Species,369836,Fraxinus latifolia,Benth.,Accepted,Species,369836,Fraxinus latifolia,Benth.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,369836,,,0,Fraxinus latifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
543,Fraxinus nigra,Fraxinus nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,369888,Fraxinus nigra,Marshall,Accepted,Species,369888,Fraxinus nigra,Marshall,Accepted,Species,369888,Fraxinus nigra,Marshall,Accepted,Species,369888,Fraxinus nigra,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,369888,,,0,Fraxinus nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
544,Fraxinus pennsylvanica,Fraxinus pennsylvanica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,370006,Fraxinus pennsylvanica,Marshall,Accepted,Species,370006,Fraxinus pennsylvanica,Marshall,Accepted,Species,370006,Fraxinus pennsylvanica,Marshall,Accepted,Species,370006,Fraxinus pennsylvanica,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,370006,,,0,Fraxinus pennsylvanica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
545,Fraxinus profunda,Fraxinus profunda,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,370051,Fraxinus profunda,(Bush) Bush,Accepted,Species,370051,Fraxinus profunda,(Bush) Bush,Accepted,Species,370051,Fraxinus profunda,(Bush) Bush,Accepted,Species,370051,Fraxinus profunda,(Bush) Bush,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,370051,,,0,Fraxinus profunda,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
546,Fraxinus quadrangulata,Fraxinus quadrangulata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,370075,Fraxinus quadrangulata,Michx.,Accepted,Species,370075,Fraxinus quadrangulata,Michx.,Accepted,Species,370075,Fraxinus quadrangulata,Michx.,Accepted,Species,370075,Fraxinus quadrangulata,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,370075,,,0,Fraxinus quadrangulata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
547,Fraxinus velutina,Fraxinus velutina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,370195,Fraxinus velutina,Torr.,Accepted,Species,370195,Fraxinus velutina,Torr.,Accepted,Species,370195,Fraxinus velutina,Torr.,Accepted,Species,370195,Fraxinus velutina,Torr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,370195,,,0,Fraxinus velutina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
548,Fraxinus caroliniana,Fraxinus caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,369591,Fraxinus caroliniana,Mill.,Accepted,Species,369591,Fraxinus caroliniana,Mill.,Accepted,Species,369591,Fraxinus caroliniana,Mill.,Accepted,Species,369591,Fraxinus caroliniana,Mill.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,369591,,,0,Fraxinus caroliniana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
549,Fraxinus texensis,Fraxinus texensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,370174,Fraxinus texensis,(A.Gray) Sarg.,Synonym,Species,369466,Fraxinus albicans,Buckley,Accepted,Species,369466,Fraxinus albicans,Buckley,Accepted,Species,369466,Fraxinus albicans,Buckley,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,369466,,,0,Fraxinus albicans,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
551,Gleditsia aquatica,Gleditsia aquatica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2826455,Gleditsia aquatica,Marshall,Accepted,Species,2826455,Gleditsia aquatica,Marshall,Accepted,Species,2826455,Gleditsia aquatica,Marshall,Accepted,Species,2826455,Gleditsia aquatica,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2826455,,,0,Gleditsia aquatica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
552,Gleditsia triacanthos,Gleditsia triacanthos,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2826513,Gleditsia triacanthos,L.,Accepted,Species,2826513,Gleditsia triacanthos,L.,Accepted,Species,2826513,Gleditsia triacanthos,L.,Accepted,Species,2826513,Gleditsia triacanthos,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2826513,,,0,Gleditsia triacanthos,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
