fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
555,Gordonia lasianthus,Gordonia lasianthus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2830846,Gordonia lasianthus,(L.) Ellis,Accepted,Species,2830846,Gordonia lasianthus,(L.) Ellis,Accepted,Species,2830846,Gordonia lasianthus,(L.) Ellis,Accepted,Species,2830846,Gordonia lasianthus,(L.) Ellis,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2830846,,,0,Gordonia lasianthus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
561,Ginkgo biloba,Ginkgo biloba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,334053,Ginkgo biloba,L.,Accepted,Species,334053,Ginkgo biloba,L.,Accepted,Species,334053,Ginkgo biloba,L.,Accepted,Species,334053,Ginkgo biloba,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,334053,,,0,Ginkgo biloba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
571,Gymnocladus dioicus,Gymnocladus dioicus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2835921,Gymnocladus dioicus,(L.) K.Koch,Accepted,Species,2835921,Gymnocladus dioicus,(L.) K.Koch,Accepted,Species,2835921,Gymnocladus dioicus,(L.) K.Koch,Accepted,Species,2835921,Gymnocladus dioicus,(L.) K.Koch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2835921,,,0,Gymnocladus dioicus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
581,Halesia carolina,Halesia carolina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2838104,Halesia carolina,L.,Accepted,Species,2838104,Halesia carolina,L.,Accepted,Species,2838104,Halesia carolina,L.,Accepted,Species,2838104,Halesia carolina,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2838104,,,0,Halesia carolina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
582,Halesia diptera,Halesia diptera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2838115,Halesia diptera,L.,Accepted,Species,2838115,Halesia diptera,L.,Accepted,Species,2838115,Halesia diptera,L.,Accepted,Species,2838115,Halesia diptera,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2838115,,,0,Halesia diptera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
591,Ilex opaca,Ilex opaca,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2861190,Ilex opaca,Aiton,Accepted,Species,2861190,Ilex opaca,Aiton,Accepted,Species,2861190,Ilex opaca,Aiton,Accepted,Species,2861190,Ilex opaca,Aiton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2861190,,,0,Ilex opaca,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
601,Juglans cinerea,Juglans cinerea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2331793,Juglans cinerea,L.,Accepted,Species,2331793,Juglans cinerea,L.,Accepted,Species,2331793,Juglans cinerea,L.,Accepted,Species,2331793,Juglans cinerea,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2331793,,,0,Juglans cinerea,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
602,Juglans nigra,Juglans nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2331834,Juglans nigra,L.,Accepted,Species,2331834,Juglans nigra,L.,Accepted,Species,2331834,Juglans nigra,L.,Accepted,Species,2331834,Juglans nigra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2331834,,,0,Juglans nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
603,Juglans hindsii,Juglans hindsii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,Accepted,Species,2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,Accepted,Species,2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,Accepted,Species,2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2329229,,,0,Juglans hindsii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
604,Juglans californica,Juglans californica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2331825,Juglans californica,S.Watson,Accepted,Species,2331825,Juglans californica,S.Watson,Accepted,Species,2331825,Juglans californica,S.Watson,Accepted,Species,2331825,Juglans californica,S.Watson,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2331825,,,0,Juglans californica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
605,Juglans microcarpa,Juglans microcarpa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2331862,Juglans microcarpa,Berland.,Accepted,Species,2331862,Juglans microcarpa,Berland.,Accepted,Species,2331862,Juglans microcarpa,Berland.,Accepted,Species,2331862,Juglans microcarpa,Berland.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2331862,,,0,Juglans microcarpa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
606,Juglans major,Juglans major,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2331814,Juglans major,(Torr.) A.Heller,Accepted,Species,2331814,Juglans major,(Torr.) A.Heller,Accepted,Species,2331814,Juglans major,(Torr.) A.Heller,Accepted,Species,2331814,Juglans major,(Torr.) A.Heller,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2331814,,,0,Juglans major,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
611,Liquidambar styraciflua,Liquidambar styraciflua,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,500221,Liquidambar styraciflua,L.,Accepted,Species,500221,Liquidambar styraciflua,L.,Accepted,Species,500221,Liquidambar styraciflua,L.,Accepted,Species,500221,Liquidambar styraciflua,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,500221,,,0,Liquidambar styraciflua,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
621,Liriodendron tulipifera,Liriodendron tulipifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,113859,Liriodendron tulipifera,L.,Accepted,Species,113859,Liriodendron tulipifera,L.,Accepted,Species,113859,Liriodendron tulipifera,L.,Accepted,Species,113859,Liriodendron tulipifera,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,113859,,,0,Liriodendron tulipifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
631,Lithocarpus densiflorus,Lithocarpus densiflorus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,114425,Lithocarpus densiflorus,(Hook. & Arn.) Rehder,Synonym,Species,458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",Accepted,Species,458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",Accepted,Species,458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,458543,,,0,Notholithocarpus densiflorus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
641,Maclura pomifera,Maclura pomifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Accepted,Species,2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Accepted,Species,2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Accepted,Species,2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2501306,,,0,Maclura pomifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
651,Magnolia acuminata,Magnolia acuminata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117423,Magnolia acuminata,(L.) L.,Accepted,Species,117423,Magnolia acuminata,(L.) L.,Accepted,Species,117423,Magnolia acuminata,(L.) L.,Accepted,Species,117423,Magnolia acuminata,(L.) L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117423,,,0,Magnolia acuminata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
652,Magnolia grandiflora,Magnolia grandiflora,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117615,Magnolia grandiflora,L.,Accepted,Species,117615,Magnolia grandiflora,L.,Accepted,Species,117615,Magnolia grandiflora,L.,Accepted,Species,117615,Magnolia grandiflora,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117615,,,0,Magnolia grandiflora,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
653,Magnolia virginiana,Magnolia virginiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117883,Magnolia virginiana,L.,Accepted,Species,117883,Magnolia virginiana,L.,Accepted,Species,117883,Magnolia virginiana,L.,Accepted,Species,117883,Magnolia virginiana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117883,,,0,Magnolia virginiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
654,Magnolia macrophylla,Magnolia macrophylla,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117698,Magnolia macrophylla,Michx.,Accepted,Species,117698,Magnolia macrophylla,Michx.,Accepted,Species,117698,Magnolia macrophylla,Michx.,Accepted,Species,117698,Magnolia macrophylla,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117698,,,0,Magnolia macrophylla,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
655,Magnolia fraseri,Magnolia fraseri,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117583,Magnolia fraseri,Walter,Accepted,Species,117583,Magnolia fraseri,Walter,Accepted,Species,117583,Magnolia fraseri,Walter,Accepted,Species,117583,Magnolia fraseri,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117583,,,0,Magnolia fraseri,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
658,Magnolia tripetala,Magnolia tripetala,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,117869,Magnolia tripetala,(L.) L.,Accepted,Species,117869,Magnolia tripetala,(L.) L.,Accepted,Species,117869,Magnolia tripetala,(L.) L.,Accepted,Species,117869,Magnolia tripetala,(L.) L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,117869,,,0,Magnolia tripetala,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
660,Malus spp.,Malus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
661,Malus fusca,Malus fusca,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2950658,Malus fusca,(Raf.) Raf.,Accepted,Species,2950658,Malus fusca,(Raf.) Raf.,Accepted,Species,2950658,Malus fusca,(Raf.) Raf.,Accepted,Species,2950658,Malus fusca,(Raf.) Raf.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2950658,,,0,Malus fusca,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
662,Malus angustifolia,Malus angustifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2950397,Malus angustifolia,(Aiton) Michx.,Accepted,Species,2950397,Malus angustifolia,(Aiton) Michx.,Accepted,Species,2950397,Malus angustifolia,(Aiton) Michx.,Accepted,Species,2950397,Malus angustifolia,(Aiton) Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2950397,,,0,Malus angustifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
663,Malus coronaria,Malus coronaria,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2950548,Malus coronaria,(L.) Mill.,Accepted,Species,2950548,Malus coronaria,(L.) Mill.,Accepted,Species,2950548,Malus coronaria,(L.) Mill.,Accepted,Species,2950548,Malus coronaria,(L.) Mill.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2950548,,,0,Malus coronaria,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
681,Morus alba,Morus alba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2501381,Morus alba,L.,Accepted,Species,2501381,Morus alba,L.,Accepted,Species,2501381,Morus alba,L.,Accepted,Species,2501381,Morus alba,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2501381,,,0,Morus alba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
682,Morus rubra,Morus rubra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2501906,Morus rubra,L.,Accepted,Species,2501906,Morus rubra,L.,Accepted,Species,2501906,Morus rubra,L.,Accepted,Species,2501906,Morus rubra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2501906,,,0,Morus rubra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
683,Morus microphylla,Morus microphylla,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2501836,Morus microphylla,Buckley,Accepted,Species,2501836,Morus microphylla,Buckley,Accepted,Species,2501836,Morus microphylla,Buckley,Accepted,Species,2501836,Morus microphylla,Buckley,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2501836,,,0,Morus microphylla,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
691,Nyssa aquatica,Nyssa aquatica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,136188,Nyssa aquatica,L.,Accepted,Species,136188,Nyssa aquatica,L.,Accepted,Species,136188,Nyssa aquatica,L.,Accepted,Species,136188,Nyssa aquatica,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,136188,,,0,Nyssa aquatica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
692,Nyssa ogeche,Nyssa ogeche,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,136212,Nyssa ogeche,W.Bartram ex Marshall,Accepted,Species,136212,Nyssa ogeche,W.Bartram ex Marshall,Accepted,Species,136212,Nyssa ogeche,W.Bartram ex Marshall,Accepted,Species,136212,Nyssa ogeche,W.Bartram ex Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,136212,,,0,Nyssa ogeche,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
693,Nyssa sylvatica,Nyssa sylvatica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,136221,Nyssa sylvatica,Marshall,Accepted,Species,136221,Nyssa sylvatica,Marshall,Accepted,Species,136221,Nyssa sylvatica,Marshall,Accepted,Species,136221,Nyssa sylvatica,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,136221,,,0,Nyssa sylvatica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
694,Nyssa biflora,Nyssa biflora,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,136191,Nyssa biflora,Walter,Accepted,Species,136191,Nyssa biflora,Walter,Accepted,Species,136191,Nyssa biflora,Walter,Accepted,Species,136191,Nyssa biflora,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,136191,,,0,Nyssa biflora,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
701,Ostrya virginiana,Ostrya virginiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,144637,Ostrya virginiana,(Mill.) K.Koch,Accepted,Species,144637,Ostrya virginiana,(Mill.) K.Koch,Accepted,Species,144637,Ostrya virginiana,(Mill.) K.Koch,Accepted,Species,144637,Ostrya virginiana,(Mill.) K.Koch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,144637,,,0,Ostrya virginiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
711,Oxydendrum arboreum,Oxydendrum arboreum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2387656,Oxydendrum arboreum,(L.) DC.,Accepted,Species,2387656,Oxydendrum arboreum,(L.) DC.,Accepted,Species,2387656,Oxydendrum arboreum,(L.) DC.,Accepted,Species,2387656,Oxydendrum arboreum,(L.) DC.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2387656,,,0,Oxydendrum arboreum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
712,Paulownia tomentosa,Paulownia tomentosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2542391,Paulownia tomentosa,(Thunb.) Steud.,Accepted,Species,2542391,Paulownia tomentosa,(Thunb.) Steud.,Accepted,Species,2542391,Paulownia tomentosa,(Thunb.) Steud.,Accepted,Species,2542391,Paulownia tomentosa,(Thunb.) Steud.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2542391,,,0,Paulownia tomentosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
721,Persea borbonia,Persea borbonia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2529931,Persea borbonia,(L.) Spreng.,Accepted,Species,2529931,Persea borbonia,(L.) Spreng.,Accepted,Species,2529931,Persea borbonia,(L.) Spreng.,Accepted,Species,2529931,Persea borbonia,(L.) Spreng.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2529931,,,0,Persea borbonia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
722,Planera aquatica,Planera aquatica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2551587,Planera aquatica,J.F.Gmel.,Accepted,Species,2551587,Planera aquatica,J.F.Gmel.,Accepted,Species,2551587,Planera aquatica,J.F.Gmel.,Accepted,Species,2551587,Planera aquatica,J.F.Gmel.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2551587,,,0,Planera aquatica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
730,Platanus racemosa,Platanus racemosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2570467,Platanus racemosa,Nutt.,Accepted,Species,2570467,Platanus racemosa,Nutt.,Accepted,Species,2570467,Platanus racemosa,Nutt.,Accepted,Species,2570467,Platanus racemosa,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2570467,,,0,Platanus racemosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
731,Platanus occidentalis,Platanus occidentalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2570459,Platanus occidentalis,L.,Accepted,Species,2570459,Platanus occidentalis,L.,Accepted,Species,2570459,Platanus occidentalis,L.,Accepted,Species,2570459,Platanus occidentalis,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2570459,,,0,Platanus occidentalis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
732,Platanus wrightii,Platanus wrightii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2570450,Platanus wrightii,S.Watson,Accepted,Species,2570450,Platanus wrightii,S.Watson,Accepted,Species,2570450,Platanus wrightii,S.Watson,Accepted,Species,2570450,Platanus wrightii,S.Watson,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2570450,,,0,Platanus wrightii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
741,Populus balsamifera,Populus balsamifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917292,Populus balsamifera,L.,Accepted,Species,2917292,Populus balsamifera,L.,Accepted,Species,2917292,Populus balsamifera,L.,Accepted,Species,2917292,Populus balsamifera,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917292,,,0,Populus balsamifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
742,Populus deltoides,Populus deltoides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917212,Populus deltoides,W.Bartram ex Marshall,Accepted,Species,2917212,Populus deltoides,W.Bartram ex Marshall,Accepted,Species,2917212,Populus deltoides,W.Bartram ex Marshall,Accepted,Species,2917212,Populus deltoides,W.Bartram ex Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917212,,,0,Populus deltoides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
743,Populus grandidentata,Populus grandidentata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917577,Populus grandidentata,Michx.,Accepted,Species,2917577,Populus grandidentata,Michx.,Accepted,Species,2917577,Populus grandidentata,Michx.,Accepted,Species,2917577,Populus grandidentata,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917577,,,0,Populus grandidentata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
744,Populus heterophylla,Populus heterophylla,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,2917593,Populus heterophylla,L.,Accepted,Species,2917593,Populus heterophylla,L.,Accepted,Species,2917593,Populus heterophylla,L.,Accepted,Species,2917593,Populus heterophylla,L.,Species,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,2917593,,,0,Populus heterophylla,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,AMBIGUOUS,AMBIGUOUS
745,Populus deltoides ssp. monilifera,Populus deltoides ssp. monilifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917429,Populus deltoides subsp. monilifera,(Aiton) Eckenw.,Accepted,Subspecies,2917429,Populus deltoides subsp. monilifera,(Aiton) Eckenw.,Accepted,Subspecies,2917429,Populus deltoides subsp. monilifera,(Aiton) Eckenw.,Accepted,Subspecies,2917212,Populus deltoides,W.Bartram ex Marshall,Species,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2917212,,,0,Populus deltoides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
746,Populus tremuloides,Populus tremuloides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917451,Populus tremuloides,Michx.,Accepted,Species,2917451,Populus tremuloides,Michx.,Accepted,Species,2917451,Populus tremuloides,Michx.,Accepted,Species,2917451,Populus tremuloides,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917451,,,0,Populus tremuloides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
747,Populus balsamifera ssp. trichocarpa,Populus balsamifera ssp. trichocarpa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2920807,Populus balsamifera subsp. trichocarpa,(Torr. & A.Gray ex Hook.) Brayshaw,Synonym,Subspecies,2917437,Populus tristis,Fisch.,Accepted,Species,2917437,Populus tristis,Fisch.,Accepted,Species,2917437,Populus tristis,Fisch.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2917437,,,0,Populus tristis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
748,Populus fremontii,Populus fremontii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917269,Populus fremontii,S.Watson,Accepted,Species,2917269,Populus fremontii,S.Watson,Accepted,Species,2917269,Populus fremontii,S.Watson,Accepted,Species,2917269,Populus fremontii,S.Watson,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917269,,,0,Populus fremontii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
