analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_family,analysis_species_rank,analysis_species_status,analysis_species_hybrid_flag,ordinary_core_class,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,ipni_id,powo_id,wcvp_reviewed_flag,component_fia_code_count,component_fia_codes,component_fia_names,component_mapping_classes,contains_synonym_component_flag,contains_infraspecific_component_flag,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,taxonomy_ambiguity_flag,distribution_query_plant_name_id,distribution_query_taxon_name,source_code_map_version
2733979,Condalia hookeri,M.C.Johnst.,Rhamnaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,295989-2,295989-2,N,1,867,Condalia hookeri,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2733979,Condalia hookeri,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2734516,Conocarpus erectus,L.,Combretaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,319151-2,319151-2,N,1,987,Conocarpus erectus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2734516,Conocarpus erectus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2736585,Cordia boissieri,A.DC.,Boraginaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,113994-1,113994-1,N,1,8651,Cordia boissieri,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2736585,Cordia boissieri,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2740014,Cotinus obovatus,Raf.,Anacardiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,69506-1,69506-1,N,1,996,Cotinus obovatus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2740014,Cotinus obovatus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,989425-1,989425-1,Y,1,868,Ebenopsis ebano,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2780305,Ebenopsis ebano,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Boraginaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,88877-2,88877-2,N,1,523,Ehretia anacua,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2784654,Ehretia anacua,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2784980,Elaeagnus angustifolia,L.,Elaeagnaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,323646-1,323646-1,N,1,997,Elaeagnus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2784980,Elaeagnus angustifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2809576,Ficus aurea,Nutt.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,852451-1,852451-1,N,1,876,Ficus aurea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2809576,Ficus aurea,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2809827,Ficus carica,L.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,852556-1,852556-1,N,1,7151,Ficus carica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2809827,Ficus carica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2813006,Firmiana simplex,(L.) W.Wight,Malvaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,823357-1,823357-1,N,1,7181,Firmiana simplex,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2813006,Firmiana simplex,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2826455,Gleditsia aquatica,Marshall,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,496572-1,496572-1,Y,1,551,Gleditsia aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2826455,Gleditsia aquatica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2826513,Gleditsia triacanthos,L.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,110723-2,110723-2,Y,1,552,Gleditsia triacanthos,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2826513,Gleditsia triacanthos,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2830846,Gordonia lasianthus,(L.) Ellis,Theaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,830294-1,830294-1,N,1,555,Gordonia lasianthus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2830846,Gordonia lasianthus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2835921,Gymnocladus dioicus,(L.) K.Koch,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1195073-2,1195073-2,Y,1,571,Gymnocladus dioicus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2835921,Gymnocladus dioicus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2838104,Halesia carolina,L.,Styracaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,319532-2,319532-2,N,2,581;7328,Halesia carolina;Halesia tetraptera,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_SPECIES,1,0,2,0,DBH_ONLY,1,1,1,0,2838104,Halesia carolina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2838115,Halesia diptera,L.,Styracaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,826529-1,826529-1,N,1,582,Halesia diptera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2838115,Halesia diptera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2860379,Ilex aquifolium,L.,Aquifoliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,83051-1,83051-1,N,1,7454,Ilex aquifolium,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2860379,Ilex aquifolium,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2860502,Ilex cassine,L.,Aquifoliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,83134-1,83134-1,N,1,7455,Ilex cassine,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2860502,Ilex cassine,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2861190,Ilex opaca,Aiton,Aquifoliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30066096-2,30066096-2,N,1,591,Ilex opaca,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2861190,Ilex opaca,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2861645,Ilex vomitoria,Aiton,Aquifoliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,83863-1,83863-1,N,1,7469,Ilex vomitoria,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2861645,Ilex vomitoria,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2901279,Prunus persica,(L.) Batsch,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1212858-2,1212858-2,N,1,764,Prunus persica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2901279,Prunus persica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2915966,Prunus serotina,Ehrh.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30010850-2,30010850-2,N,1,762,Prunus serotina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2915966,Prunus serotina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917143,Prunus avium,(L.) L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30093848-2,30093848-2,N,1,771,Prunus avium,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917143,Prunus avium,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917212,Populus deltoides,W.Bartram ex Marshall,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30102841-2,30102841-2,N,2,742;745,Populus deltoides;Populus deltoides ssp. monilifera,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,2917212,Populus deltoides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917269,Populus fremontii,S.Watson,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,306544-2,306544-2,N,1,748,Populus fremontii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917269,Populus fremontii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917292,Populus balsamifera,L.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776600-1,776600-1,N,1,741,Populus balsamifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917292,Populus balsamifera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917437,Populus tristis,Fisch.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776895-1,776895-1,N,1,747,Populus balsamifera ssp. trichocarpa,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2917437,Populus tristis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917451,Populus tremuloides,Michx.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,208337-2,208337-2,N,1,746,Populus tremuloides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917451,Populus tremuloides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917497,Populus nigra,L.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776790-1,776790-1,N,1,753,Populus nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917497,Populus nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917577,Populus grandidentata,Michx.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,208297-2,208297-2,N,1,743,Populus grandidentata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917577,Populus grandidentata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917593,Populus heterophylla,L.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776712-1,776712-1,N,1,744,Populus heterophylla,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917593,Populus heterophylla,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2917735,Populus alba,L.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776573-1,776573-1,N,1,752,Populus alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917735,Populus alba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2918617,Salix amygdaloides,Andersson,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,777026-1,777026-1,N,1,921,Salix amygdaloides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2918617,Salix amygdaloides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2918804,Salix alba,L.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,776974-1,776974-1,N,1,927,Salix alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2918804,Salix alba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2919167,Salix caroliniana,Michx.,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,284527-2,284527-2,N,1,925,Salix caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2919167,Salix caroliniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2919837,Salix nigra,Marshall,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,304250-2,304250-2,N,1,922,Salix nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2919837,Salix nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2921945,Populus angustifolia,E.James,Salicaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,208240-2,208240-2,N,1,749,Populus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2921945,Populus angustifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2940130,Amelanchier arborea,(F.Michx.) Fernald,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,11133-2,11133-2,N,1,357,Amelanchier arborea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2940130,Amelanchier arborea,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2940246,Amelanchier laevis,Wiegand,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,721220-1,721220-1,N,1,5203,Amelanchier laevis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2940246,Amelanchier laevis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2943367,Cercocarpus ledifolius,Nutt.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,722110-1,722110-1,N,1,475,Cercocarpus ledifolius,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2943367,Cercocarpus ledifolius,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2945308,Crataegus crus-galli,L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,68112-2,68112-2,N,1,501,Crataegus crus-galli,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2945308,Crataegus crus-galli,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,723817-1,723817-1,N,1,502,Crataegus mollis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2946180,Crataegus mollis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2950397,Malus angustifolia,(Aiton) Michx.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1087697-2,1087697-2,N,1,662,Malus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950397,Malus angustifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2950548,Malus coronaria,(L.) Mill.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,726269-1,726269-1,N,1,663,Malus coronaria,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950548,Malus coronaria,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2950597,Malus domestica,(Suckow) Borkh.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,726282-1,726282-1,N,1,7651,Malus pumila,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2950597,Malus domestica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2950658,Malus fusca,(Raf.) Raf.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,150114-2,150114-2,N,1,661,Malus fusca,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950658,Malus fusca,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2958765,Prunus americana,Marshall,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,210717-2,210717-2,N,1,766,Prunus americana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2958765,Prunus americana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2959079,Prunus caroliniana,(Mill.) Aiton,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,729552-1,729552-1,N,1,8345,Prunus caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959079,Prunus caroliniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2959531,Prunus domestica,L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,as stabilized hybrids derived from P. cerasifera × P. spinosa,1,30221374-2,30221374-2,N,1,773,Prunus domestica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959531,Prunus domestica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30051006-2,30051006-2,N,1,768,Prunus emarginata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959716,Prunus emarginata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2960451,Prunus laurocerasus,L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,324745-2,324745-2,N,1,6696,Prunus laurocerasus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2960451,Prunus laurocerasus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2960673,Prunus mexicana,S.Watson,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30012498-2,30012498-2,N,1,6708,Prunus mexicana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2960673,Prunus mexicana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2961130,Prunus pensylvanica,L.f.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30291523-2,30291523-2,N,1,761,Prunus pensylvanica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2961130,Prunus pensylvanica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2961630,Prunus serrulata,Lindl.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,730268-1,730268-1,N,1,6707,Prunus serrulata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2961630,Prunus serrulata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2962364,Prunus virginiana,L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30003056-2,30003056-2,N,1,763,Prunus virginiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2962364,Prunus virginiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2963049,Pyrus calleryana,Decne.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,730740-1,730740-1,N,1,8421,Pyrus calleryana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2963049,Pyrus calleryana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2963115,Pyrus communis,L.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30065762-2,30065762-2,N,1,8423,Pyrus communis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2963115,Pyrus communis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2991391,Sorbus americana,Marshall,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,240773-2,240773-2,N,1,935,Sorbus americana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2991391,Sorbus americana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2991806,Sorbus decora,(Sarg.) C.K.Schneid.,Rosaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,240783-2,240783-2,N,1,937,Sorbus decora,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2991806,Sorbus decora,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
