state,synthetic_species_id,world,orientation,target_fold,original_support_cells,evaluated_support_cells,zero_opportunity_truth_mass_fraction_full_domain,latent_truth_mass_fraction_retained,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
D0,SYN013,STRONG,AB,B,127,127,0.0006646048761776539,0.9999999999999998,0.10927637647945301,3.316987312233732,3.726253483314433,3.754056729417147,3.717551253690814,0.038929258297461064,0.038195589585456435
D1,SYN013,STRONG,AB,B,127,127,0.0006646048761776539,0.9999999999999998,0.10772693473216137,3.3849428886750186,3.9034243859963214,3.754056729417147,3.7206199540872493,0.038929258297461064,0.03814501621320515
D2,SYN013,STRONG,AB,B,127,126,0.0006646048761776539,0.999335395123822,0.1077628340391839,3.375119806616722,3.9050832432259024,3.7510228329763997,3.7175512536908144,0.038980612790771224,0.038195589585456435
D3,SYN013,STRONG,AB,B,127,118,0.0006646048761776539,0.9942308435851909,0.1031778727894153,3.1552875021247204,3.828342505625552,3.728831370767703,3.689108443959562,0.03937665801301013,0.03879873074452036
D0,SYN014,STRONG,AB,B,125,125,0.0,1.0,0.11184749829685386,2.547935483038526,3.094294573320204,3.7842007847202326,3.7448246362340276,0.033066524317219535,0.03325670118009841
D1,SYN014,STRONG,AB,B,125,125,0.0,1.0,0.11184749829685386,2.547935483038526,3.094294573320204,3.7842007847202326,3.7448246362340276,0.033066524317219535,0.03325670118009841
D2,SYN014,STRONG,AB,B,125,125,0.0,1.0,0.11184749829685386,2.547935483038526,3.094294573320204,3.7842007847202326,3.7448246362340276,0.033066524317219535,0.03325670118009841
D3,SYN014,STRONG,AB,B,125,125,0.0,1.0,0.11184749829685386,2.547935483038526,3.094294573320204,3.7842007847202326,3.7448246362340276,0.033066524317219535,0.03325670118009841
D0,SYN015,STRONG,AB,B,166,166,0.003919748446585361,1.0,0.12370157147643798,3.614010040205206,4.036994980177583,4.0717811512719715,4.0456061214367685,0.026730598765853528,0.02719190340787145
D1,SYN015,STRONG,AB,B,166,166,0.003919748446585361,1.0,0.11538673728177319,3.6138742915412867,4.142796299444036,4.0717811512719715,4.057781364667136,0.026730598765853528,0.026989383476017828
D2,SYN015,STRONG,AB,B,166,163,0.003919748446585361,0.9960802515534147,0.11561359185292061,3.501475481468653,4.1589709926649885,4.059664230832425,4.0456061214367685,0.0269310025254126,0.02719190340787145
D3,SYN015,STRONG,AB,B,166,151,0.003919748446585361,0.9906652989407023,0.11135417846243816,3.8610845091547157,4.344925644124254,4.036819074546298,4.021093740500547,0.027221380283798186,0.027512153011288242
D0,SYN016,STRONG,AB,B,103,103,0.0031399488917188065,1.0,0.10793702116645129,2.4911046416367335,4.245954985571365,3.3479873330201197,3.344975141630532,0.07135879664314417,0.06908430424555449
D1,SYN016,STRONG,AB,B,103,103,0.0031399488917188065,1.0,0.10031562434466906,2.8047453795253277,4.504330715909747,3.3479873330201197,3.359814669025187,0.07135879664314417,0.0686498854432
D2,SYN016,STRONG,AB,B,103,98,0.0031399488917188065,0.9968600511082812,0.10047414184866887,2.6155689514812988,4.51552042942456,3.333244142348824,3.3449751416305316,0.07180537201145466,0.06908430424555449
D3,SYN016,STRONG,AB,B,103,89,0.0031399488917188065,0.9789449977327307,0.09632174484832558,2.3612456934925516,3.7115607093160246,3.2733440541817993,3.287633323011193,0.07435999952375472,0.0713854817335549
D0,SYN017,STRONG,AB,B,168,168,0.0,0.9999999999999999,0.11040031914135419,2.575083085292254,3.1755816896947886,4.143431467017391,4.07488190394282,0.024780601207551073,0.025267802092372022
D1,SYN017,STRONG,AB,B,168,168,0.0,0.9999999999999999,0.11040031914135419,2.575083085292254,3.1755816896947886,4.143431467017391,4.07488190394282,0.024780601207551073,0.025267802092372022
D2,SYN017,STRONG,AB,B,168,168,0.0,0.9999999999999999,0.11040031914135419,2.5750830852922553,3.1755816896946163,4.1434314670173915,4.07488190394282,0.024780601207551083,0.025267802092372022
D3,SYN017,STRONG,AB,B,168,168,0.0,0.9999999999999999,0.11040031914135419,2.5750830852922553,3.1755816896946163,4.1434314670173915,4.07488190394282,0.024780601207551083,0.025267802092372022
D0,SYN018,STRONG,AB,B,66,66,0.0,1.0,0.07689760135780645,1.8032285668988985,2.0954366343776405,3.0321024927979034,2.982040527777694,0.07712691256957196,0.08201834724674309
D1,SYN018,STRONG,AB,B,66,66,0.0,1.0,0.07689760135780645,1.8032285668988985,2.0954366343776405,3.0321024927979034,2.982040527777694,0.07712691256957196,0.08201834724674309
D2,SYN018,STRONG,AB,B,66,66,0.0,1.0,0.07689760135780645,1.8032285668989028,2.0954366343773274,3.032102492797903,2.982040527777694,0.07712691256957194,0.08201834724674309
D3,SYN018,STRONG,AB,B,66,64,0.0,0.9986391078879984,0.07236109101453755,1.6527354965624201,1.8178214002611586,3.024935853369241,2.982040527777694,0.07733633426785841,0.08201834724674309
D0,SYN019,STRONG,AB,B,76,76,0.0035638702817196045,0.9999999999999999,0.102438992717411,2.940820249325948,5.650883401867634,3.42535682873782,3.4250922201377567,0.046124115958640216,0.046162359757280405
D1,SYN019,STRONG,AB,B,76,76,0.0035638702817196045,0.9999999999999999,0.09324459926531148,3.3772336231688738,6.594464955814319,3.42535682873782,3.440420582666765,0.046124115958640216,0.04583402217520493
D2,SYN019,STRONG,AB,B,76,73,0.0035638702817196045,0.9964361297182803,0.09341190644715039,3.6868052929753365,6.604746648646272,3.4101399573744975,3.4250922201377567,0.046449963097780024,0.046162359757280405
D3,SYN019,STRONG,AB,B,76,69,0.0035638702817196045,0.9897558297222864,0.09078938223659501,3.477624894992299,6.021673821265783,3.3861228874634746,3.4097994150542905,0.04705618467749615,0.04646533571551689
D0,SYN020,STRONG,AB,B,105,105,0.09596602221556126,1.0,0.24601681041008885,6.719434503463729,3.6142713435454272,3.188963444901398,3.070654447958754,0.07135501001820901,0.07901754360284959
D1,SYN020,STRONG,AB,B,105,105,0.09596602221556126,1.0,0.10377043602321695,3.9554843335248777,4.87907072901653,3.188963444901398,3.1667943770467315,0.07135501001820901,0.0706424631696179
D2,SYN020,STRONG,AB,B,105,94,0.09596602221556126,0.9040339777844385,0.10916750689583406,3.8575974862567373,5.2663354464443515,3.095088247725532,3.070654447958754,0.07986345781465631,0.07901754360284959
D3,SYN020,STRONG,AB,B,105,75,0.09596602221556126,0.7224953152265995,0.11135180995908149,3.4116387198725886,3.73916888148596,2.9183381687630843,2.8925665200081494,0.09570927779177277,0.09491874015413312
D0,SYN021,STRONG,AB,B,161,161,0.0,1.0,0.12676276538952394,4.192308132822216,5.531545717348004,4.3702009011489364,4.3025561026684835,0.01746934765962923,0.018690720570153845
D1,SYN021,STRONG,AB,B,161,161,0.0,1.0,0.12676276538952394,4.192308132822216,5.531545717348004,4.3702009011489364,4.3025561026684835,0.01746934765962923,0.018690720570153845
D2,SYN021,STRONG,AB,B,161,161,0.0,1.0,0.1267627653895239,4.1923081328222125,5.531545717348236,4.370200901148936,4.3025561026684835,0.017469347659629222,0.018690720570153845
D3,SYN021,STRONG,AB,B,161,160,0.0,0.9997726746355818,0.1265978468588375,4.1737819136228085,5.690101811568128,4.369059738086958,4.300018001291568,0.017477241120052927,0.018713593805778545
D0,SYN022,STRONG,AB,B,168,168,0.0060010475414088915,0.9999999999999998,0.1427724739103012,5.847258146539234,7.635508142447086,4.431819532106331,4.318646526284816,0.016573544167291683,0.01856808698144629
D1,SYN022,STRONG,AB,B,168,168,0.0060010475414088915,0.9999999999999998,0.1316317174475307,5.476019950502931,7.027402710066361,4.431819532106331,4.3307533712352395,0.016573544167291683,0.01837840632043534
D2,SYN022,STRONG,AB,B,168,166,0.0060010475414088915,0.993998952458591,0.1320277327218865,5.691230605402935,7.067921460124101,4.420301227752928,4.318646526284816,0.016741926818101983,0.01856808698144629
D3,SYN022,STRONG,AB,B,168,164,0.0060010475414088915,0.9930597772232888,0.13108355876574282,5.630725870911961,7.070550560676607,4.416295486572632,4.315871033739967,0.01677316040580901,0.01859376175526904
D0,SYN023,STRONG,AB,B,170,170,0.0,1.0,0.12239567375002891,3.3445042430328487,3.8397561684865136,4.038687170326243,3.9849847419488547,0.029314883588095975,0.029883828892645466
D1,SYN023,STRONG,AB,B,170,170,0.0,1.0,0.12239567375002891,3.3445042430328487,3.8397561684865136,4.038687170326243,3.9849847419488547,0.029314883588095975,0.029883828892645466
D2,SYN023,STRONG,AB,B,170,170,0.0,1.0,0.12239567375002891,3.3445042430328487,3.8397561684865136,4.038687170326243,3.9849847419488547,0.029314883588095975,0.029883828892645466
D3,SYN023,STRONG,AB,B,170,166,0.0,0.9993741258641912,0.1211292992306599,3.2941433785862033,3.885975849590352,4.035295165157083,3.9849847419488547,0.029351463525049887,0.029883828892645466
D0,SYN024,STRONG,AB,B,75,75,0.0,1.0000000000000002,0.06891319067128229,1.2359535891804456,1.7770859306706228,3.1274565354957824,3.1148765151049007,0.06472058258089497,0.06578531604590446
D1,SYN024,STRONG,AB,B,75,75,0.0,1.0000000000000002,0.06891319067128229,1.2359535891804456,1.7770859306706228,3.1274565354957824,3.1148765151049007,0.06472058258089497,0.06578531604590446
D2,SYN024,STRONG,AB,B,75,75,0.0,1.0000000000000002,0.06891319067128228,1.2359535891804476,1.7770859306707771,3.127456535495782,3.1148765151049007,0.06472058258089494,0.06578531604590446
D3,SYN024,STRONG,AB,B,75,74,0.0,0.9994811074203988,0.0670127834358157,1.2077351531252876,1.6207971576983342,3.1246343203391613,3.1148765151049007,0.06478753142599002,0.06578531604590446
D0,SYN025,STRONG,AB,B,133,133,0.0001808685886774951,1.0,0.1329127259304079,3.6067503195563493,3.234835912298529,3.8141924249742383,3.7728089922452686,0.03445635113567502,0.03454271076586424
D1,SYN025,STRONG,AB,B,133,133,0.0001808685886774951,1.0,0.13256605635629384,3.6055137550610814,3.294979056584299,3.8141924249742383,3.773869364902414,0.03445635113567502,0.03453020347613117
D2,SYN025,STRONG,AB,B,133,132,0.0001808685886774951,0.9998191314113224,0.13257806741979558,3.627400542051825,3.2953542261842856,3.8131425720199026,3.7728089922452686,0.03446878593596721,0.03454271076586424
D3,SYN025,STRONG,AB,B,133,121,0.0001808685886774951,0.9944074812258057,0.12667664665189918,3.390702876264844,3.395614839590692,3.788447155164508,3.754624648781015,0.0348407949108148,0.03484508046399147
D0,SYN026,STRONG,AB,B,133,133,0.0012226030784458109,0.9999999999999999,0.1251354465345474,2.309445178580226,0.5627473993956665,3.3983991297582996,3.3243103297993097,0.0683980750026273,0.06936391612889053
D1,SYN026,STRONG,AB,B,133,133,0.0012226030784458109,0.9999999999999999,0.12262975373582295,2.162598502378338,0.4540174096216427,3.3983991297582996,3.3315370058249343,0.0683980750026273,0.0691908362614828
D2,SYN026,STRONG,AB,B,133,127,0.0012226030784458109,0.998777396921554,0.12270533166020998,2.2321638978914327,0.45693858805574655,3.3913944528211846,3.3243103297993097,0.06856517083835306,0.06936391612889053
D3,SYN026,STRONG,AB,B,133,121,0.0012226030784458109,0.9962490382165554,0.12145841107994987,2.125656323877113,0.24082571632818411,3.380111158544209,3.3189766047404556,0.06890969144144865,0.06953112542856285
D0,SYN027,STRONG,AB,B,147,147,0.0,1.0,0.11162553966556842,1.7229572276224459,0.49480643919645767,4.1267731576090325,4.0805077226507915,0.0222063331077504,0.023452533677364922
D1,SYN027,STRONG,AB,B,147,147,0.0,1.0,0.11162553966556842,1.7229572276224459,0.49480643919645767,4.1267731576090325,4.0805077226507915,0.0222063331077504,0.023452533677364922
D2,SYN027,STRONG,AB,B,147,147,0.0,1.0,0.11162553966556842,1.7229572276224459,0.49480643919645767,4.1267731576090325,4.0805077226507915,0.0222063331077504,0.023452533677364922
D3,SYN027,STRONG,AB,B,147,147,0.0,1.0,0.11162553966556842,1.7229572276224459,0.49480643919645767,4.1267731576090325,4.0805077226507915,0.0222063331077504,0.023452533677364922
D0,SYN028,STRONG,AB,B,175,175,0.0006505911127870032,1.0,0.13323289671559022,5.136802737261085,4.085743510990956,4.265301771945297,4.144995426890507,0.020582186337333497,0.02298007354470178
D1,SYN028,STRONG,AB,B,175,175,0.0006505911127870032,1.0,0.1319844510215878,5.095057779117669,3.9724870753941786,4.265301771945297,4.148385499681213,0.020582186337333497,0.022949630950702283
D2,SYN028,STRONG,AB,B,175,172,0.0006505911127870032,0.999349408887213,0.1320277529195077,5.106282536072059,3.9778314393513754,4.262054531353472,4.144995426890507,0.020608806238805913,0.02298007354470178
D3,SYN028,STRONG,AB,B,175,168,0.0006505911127870032,0.9852720413505434,0.1313505971391347,4.443524511883068,3.157781732745381,4.238924229109934,4.125797809496676,0.02106060770038083,0.02333927849165737
D0,SYN029,STRONG,AB,B,136,136,0.00133009237160811,1.0,0.14042864070120772,3.4417962848958092,5.190832958550398,3.6200974773701144,3.5732484462606533,0.043255864980441316,0.042927235562230305
D1,SYN029,STRONG,AB,B,136,136,0.00133009237160811,1.0,0.13799314551414038,3.4031008193434658,5.0260932089351655,3.6200974773701144,3.5803390097751446,0.043255864980441316,0.04281209046513194
D2,SYN029,STRONG,AB,B,136,131,0.00133009237160811,0.9986699076283918,0.13808555580107476,3.327111427875619,5.035155631991643,3.6131433609340777,3.573248446260653,0.04337052914890024,0.042927235562230305
D3,SYN029,STRONG,AB,B,136,121,0.00133009237160811,0.9785005186108722,0.1364389953673425,3.1194252979731774,4.78216820942131,3.559833611103182,3.514471960378526,0.04501024761542701,0.044677878457829896
D0,SYN030,STRONG,AB,B,88,88,0.0,1.0,0.09110348308659227,1.7973598927558645,1.352015362222036,3.54105465081541,3.4943729835754795,0.040030716828477385,0.041392685155779305
D1,SYN030,STRONG,AB,B,88,88,0.0,1.0,0.09110348308659227,1.7973598927558645,1.352015362222036,3.54105465081541,3.4943729835754795,0.040030716828477385,0.041392685155779305
D2,SYN030,STRONG,AB,B,88,88,0.0,1.0,0.09110348308659227,1.7973598927558645,1.352015362222036,3.54105465081541,3.4943729835754795,0.040030716828477385,0.041392685155779305
D3,SYN030,STRONG,AB,B,88,88,0.0,1.0,0.09110348308659227,1.7973598927558645,1.352015362222036,3.54105465081541,3.4943729835754795,0.040030716828477385,0.041392685155779305
D0,SYN031,STRONG,AB,B,87,87,0.00038648257999278416,1.0,0.10176154398034053,1.1561327179066374,0.9393793544088042,3.2368497858329914,3.185513824350065,0.06287990265189353,0.06493297208982156
D1,SYN031,STRONG,AB,B,87,87,0.00038648257999278416,1.0,0.10079767481100997,1.1601551957533902,1.0610487532390205,3.2368497858329914,3.1877279451031004,0.06287990265189353,0.0648823397851599
D2,SYN031,STRONG,AB,B,87,86,0.00038648257999278416,0.9996135174200073,0.10081724150806061,1.1840797054904948,1.0599983270336428,3.2346763801295872,3.1855138243500645,0.062928385333009,0.06493297208982156
D3,SYN031,STRONG,AB,B,87,86,0.00038648257999278416,0.9996135174200073,0.10081724150806061,1.1840797054904948,1.0599983270336428,3.2346763801295872,3.1855138243500645,0.062928385333009,0.06493297208982156
D0,SYN032,STRONG,AB,B,169,169,0.00011994882263896969,1.0,0.13297434395838237,3.6999187331634977,4.469225469834892,4.086108800752694,4.024780791477872,0.026087011107244054,0.026780186356149878
D1,SYN032,STRONG,AB,B,169,169,0.00011994882263896969,1.0,0.13274458227599586,3.715669764494117,4.469380677500342,4.086108800752694,4.025521404429615,0.026087011107244054,0.026773557600321633
D2,SYN032,STRONG,AB,B,169,168,0.00011994882263896969,0.9998800511773609,0.13275261548242917,3.7059205875117818,4.469905161113928,4.085395946163869,4.024780791477872,0.026093256054786716,0.026780186356149878
D3,SYN032,STRONG,AB,B,169,165,0.00011994882263896969,0.9995626319330356,0.13187881562449694,3.7912974291760912,4.644361742299367,4.083508211565867,4.021253372594471,0.026109790321517265,0.02682652314956726
D0,SYN033,STRONG,AB,B,148,148,0.0,1.0,0.12941487118056116,2.705664402886403,1.7632716094626533,4.387215334968985,4.326183994652899,0.015946368572872266,0.017039105236262894
D1,SYN033,STRONG,AB,B,148,148,0.0,1.0,0.12941487118056116,2.705664402886403,1.7632716094626533,4.387215334968985,4.326183994652899,0.015946368572872266,0.017039105236262894
D2,SYN033,STRONG,AB,B,148,148,0.0,1.0,0.12941487118056116,2.705664402886403,1.7632716094626533,4.387215334968985,4.326183994652899,0.015946368572872266,0.017039105236262894
D3,SYN033,STRONG,AB,B,148,147,0.0,0.9997810933843592,0.128998337390159,2.7025913850529557,1.7146783548013056,4.386111904657797,4.3261839946529,0.01595330445605538,0.017039105236262894
D0,SYN034,STRONG,AB,B,118,118,0.000152217001521885,1.0000000000000002,0.0846130503248547,2.3994233998891024,3.69095966752231,3.8130615497607536,3.809108170608674,0.032583882262786475,0.03189853975445569
D1,SYN034,STRONG,AB,B,118,118,0.000152217001521885,1.0000000000000002,0.0841589520494255,2.3918980751315924,3.652984338822275,3.8130615497607536,3.8100078591825017,0.032583882262786475,0.031888989155710715
D2,SYN034,STRONG,AB,B,118,117,0.000152217001521885,0.9998477829984783,0.08416529002895319,2.3944711273874106,3.6529971546734243,3.81215160022437,3.809108170608674,0.032593780992794474,0.03189853975445569
D3,SYN034,STRONG,AB,B,118,116,0.000152217001521885,0.9994578575575304,0.08416102091917194,2.377849725771455,3.630230948065746,3.810186458490398,3.8075292929483737,0.03261906582361026,0.0319174163191183
D0,SYN035,STRONG,AB,B,136,136,0.01903484063236261,1.0,0.15870387994628155,2.790887974328465,1.9913716571354274,3.8678755717325233,3.7544446401881664,0.03257655543782022,0.035458405367552445
D1,SYN035,STRONG,AB,B,136,136,0.01903484063236261,1.0,0.1243938933258207,1.9801991828473269,0.7402174089296537,3.8678755717325233,3.7947136053199197,0.03257655543782022,0.03433236684754258
D2,SYN035,STRONG,AB,B,136,128,0.01903484063236261,0.9809651593676374,0.12559709154559745,2.5210032821533503,0.7445658360307312,3.829105033050119,3.7544446401881664,0.0336303608556514,0.035458405367552445
D3,SYN035,STRONG,AB,B,136,115,0.01903484063236261,0.9590922734754427,0.11577042726426572,1.8518917700210589,2.8818861748240163,3.7648406298351067,3.7052658095297275,0.03506210360862177,0.03653709361915642
D0,SYN036,STRONG,AB,B,129,129,0.11865502252951,1.0,0.2773609072377447,17.36733760966826,23.197306769495043,3.744717520712947,3.697488392758146,0.04142163180455592,0.044742038206586066
D1,SYN036,STRONG,AB,B,129,129,0.11865502252951,1.0,0.12146073540247793,2.0146390228019064,1.867417909428093,3.744717520712947,3.698343165617768,0.04142163180455592,0.04426634849838809
D2,SYN036,STRONG,AB,B,129,122,0.11865502252951,0.8813449774704899,0.12943796540298932,2.704343892898067,1.6829636503169687,3.747157440433924,3.697488392758146,0.04133499841828487,0.044742038206586066
D3,SYN036,STRONG,AB,B,129,114,0.11865502252951,0.8688917349711862,0.11956244091877255,2.1355160685037258,1.200443901615895,3.6999954628899308,3.662621198855975,0.042488319151221275,0.04582329126521656
D0,SYN037,STRONG,AB,B,63,63,0.0,1.0000000000000002,0.08519462412322258,3.352246397265243,4.587947025827542,3.1824436099301097,3.121107418974641,0.06517502563505821,0.07002792772472638
D1,SYN037,STRONG,AB,B,63,63,0.0,1.0000000000000002,0.08519462412322258,3.352246397265243,4.587947025827542,3.1824436099301097,3.121107418974641,0.06517502563505821,0.07002792772472638
D2,SYN037,STRONG,AB,B,63,63,0.0,1.0000000000000002,0.08519462412322257,3.3522463972652456,4.587947025827117,3.1824436099301097,3.121107418974641,0.06517502563505818,0.07002792772472638
D3,SYN037,STRONG,AB,B,63,62,0.0,0.9889241246474274,0.08544472371594783,3.6338941326045617,4.504750201983028,3.1565159663465088,3.0969032279804956,0.06651767348415902,0.07128034475241259
D0,SYN038,STRONG,AB,B,93,93,0.0,1.0,0.07656536965188562,1.4761995633244933,1.0706849898664579,3.47632273925053,3.4544748942284342,0.04741166384663321,0.047765333388828775
D1,SYN038,STRONG,AB,B,93,93,0.0,1.0,0.07656536965188562,1.4761995633244933,1.0706849898664579,3.47632273925053,3.4544748942284342,0.04741166384663321,0.047765333388828775
D2,SYN038,STRONG,AB,B,93,93,0.0,1.0,0.07656536965188562,1.4761995633244889,1.0706849898664246,3.4763227392505303,3.4544748942284342,0.04741166384663322,0.047765333388828775
D3,SYN038,STRONG,AB,B,93,93,0.0,1.0,0.07656536965188562,1.4761995633244889,1.0706849898664246,3.4763227392505303,3.4544748942284342,0.04741166384663322,0.047765333388828775
D0,SYN039,STRONG,AB,B,134,134,0.00275916511281601,1.0000000000000002,0.11907639898760423,2.4463432210638123,1.8036381664158043,3.936140239962604,3.85217667181902,0.031703150471515326,0.0348954655911936
D1,SYN039,STRONG,AB,B,134,134,0.00275916511281601,1.0000000000000002,0.11305204472108737,2.337529153188142,2.048447260552459,3.936140239962604,3.8651005809536283,0.031703150471515326,0.03470089744182021
D2,SYN039,STRONG,AB,B,134,129,0.00275916511281601,0.9972408348871841,0.11320930492628489,2.3187356832789296,2.047269612297326,3.923619394659599,3.85217667181902,0.031877170710488574,0.0348954655911936
D3,SYN039,STRONG,AB,B,134,116,0.00275916511281601,0.9908202752727084,0.10397384904674278,2.2436124204882817,2.487218094754338,3.893961064509437,3.8293714787638296,0.032287724078399915,0.03528173806257199
D0,SYN040,STRONG,AB,B,91,91,0.000724715499320178,0.9999999999999998,0.12360389920921869,2.13222042796342,0.9701076968967873,3.616970552621839,3.593375764162249,0.040914412995399774,0.03951858347805699
D1,SYN040,STRONG,AB,B,91,91,0.000724715499320178,0.9999999999999998,0.12210657114103442,2.1628926289910746,0.9356285945665193,3.616970552621839,3.5968036576111397,0.040914412995399774,0.039460392578990554
D2,SYN040,STRONG,AB,B,91,90,0.000724715499320178,0.9992752845006795,0.12215116929990268,2.1219546859630705,0.9360886310566573,3.61362545176812,3.5933757641622495,0.040973254167883444,0.03951858347805699
D3,SYN040,STRONG,AB,B,91,87,0.000724715499320178,0.9975178522981984,0.11975608569875412,1.9689622544531622,0.46423391654765606,3.605184119852648,3.578925137411311,0.04111664601149123,0.03983888280193031
D0,SYN041,STRONG,AB,B,62,62,0.0,1.0000000000000004,0.07095936929887926,1.0837983912036722,0.43545584527999176,3.013049637036244,3.0153006830397704,0.08175106664823904,0.07834595611028357
D1,SYN041,STRONG,AB,B,62,62,0.0,1.0000000000000004,0.07095936929887926,1.0837983912036722,0.43545584527999176,3.013049637036244,3.0153006830397704,0.08175106664823904,0.07834595611028357
D2,SYN041,STRONG,AB,B,62,62,0.0,1.0000000000000004,0.07095936929887926,1.08379839120367,0.43545584527959474,3.013049637036244,3.0153006830397704,0.08175106664823902,0.07834595611028357
D3,SYN041,STRONG,AB,B,62,60,0.0,0.9994668323791748,0.0690643502934633,1.0645179195997112,0.4967885713611676,3.009855244916538,3.0153006830397704,0.08183810831244524,0.07834595611028357
D0,SYN042,STRONG,AB,B,126,126,0.00020160912398380356,1.0,0.13269154731307578,3.75900641663415,2.3948147251252854,3.859463207866643,3.7809186817409177,0.033837080142387996,0.03591140528630162
D1,SYN042,STRONG,AB,B,126,126,0.00020160912398380356,1.0,0.13230435338944782,3.759169316670012,2.434910325285685,3.859463207866643,3.7821013113416027,0.033837080142387996,0.035896546457019084
D2,SYN042,STRONG,AB,B,126,125,0.00020160912398380356,0.9997983908760162,0.13231780704235002,3.753856554494671,2.4342562409970347,3.8583239641033655,3.7809186817409177,0.03385068733508575,0.03591140528630162
D3,SYN042,STRONG,AB,B,126,121,0.00020160912398380356,0.9990743627229063,0.13171659465948926,3.7428991495283066,2.500366303080081,3.854359081899182,3.777612203497251,0.03389955259867101,0.035964633434130665
D0,SYN043,STRONG,AB,B,110,110,0.0,0.9999999999999998,0.09955223499839681,2.8651359900502746,2.4864248078289184,3.741796400311313,3.751934740848648,0.033811465173575216,0.03349710500966313
D1,SYN043,STRONG,AB,B,110,110,0.0,0.9999999999999998,0.09955223499839681,2.8651359900502746,2.4864248078289184,3.741796400311313,3.751934740848648,0.033811465173575216,0.03349710500966313
D2,SYN043,STRONG,AB,B,110,110,0.0,0.9999999999999998,0.09955223499839683,2.865135990050266,2.48642480782913,3.7417964003113138,3.751934740848648,0.03381146517357523,0.03349710500966313
D3,SYN043,STRONG,AB,B,110,110,0.0,0.9999999999999998,0.09955223499839683,2.865135990050266,2.48642480782913,3.7417964003113138,3.751934740848648,0.03381146517357523,0.03349710500966313
D0,SYN044,STRONG,AB,B,119,119,0.0,0.9999999999999999,0.12654630248272036,5.797435515179957,7.686465478322736,3.9009623359634475,3.8788617719578014,0.02896160340040829,0.02885873714203579
D1,SYN044,STRONG,AB,B,119,119,0.0,0.9999999999999999,0.12654630248272036,5.797435515179957,7.686465478322736,3.9009623359634475,3.8788617719578014,0.02896160340040829,0.02885873714203579
D2,SYN044,STRONG,AB,B,119,119,0.0,0.9999999999999999,0.12654630248272036,5.797435515179946,7.6864654783230195,3.9009623359634475,3.8788617719578014,0.02896160340040831,0.02885873714203579
D3,SYN044,STRONG,AB,B,119,117,0.0,0.9996619396691387,0.12588725577945467,5.784439768533427,7.625362255236476,3.8990299704917355,3.8788617719578014,0.028981129853707703,0.02885873714203579
D0,SYN045,STRONG,AB,B,79,79,0.00044194139252629446,1.0,0.1074987365433617,2.1747533329017594,1.8105393957504168,3.441312582679217,3.3614490160209187,0.04384374380233817,0.046079477652993354
D1,SYN045,STRONG,AB,B,79,79,0.00044194139252629446,1.0,0.10645400981220515,2.149505421110719,1.9666569396763398,3.441312582679217,3.363841957223954,0.04384374380233817,0.04603847234101803
D2,SYN045,STRONG,AB,B,79,78,0.00044194139252629446,0.9995580586074739,0.10647764447234064,2.2452283333638405,1.965685574351897,3.438976862574248,3.3614490160209183,0.04388232675257487,0.046079477652993354
D3,SYN045,STRONG,AB,B,79,75,0.00044194139252629446,0.9969268589123964,0.10151066194904963,2.082901909917666,1.8811467729741058,3.427366469387611,3.357505330778809,0.04411096226009462,0.046155682705354764
D0,SYN046,STRONG,AB,B,101,101,0.0010614127067156763,0.9999999999999997,0.11905907074198209,3.472182385911406,1.5886321069225289,3.163793836256208,3.13932190573952,0.08259312884128048,0.08008598730019773
D1,SYN046,STRONG,AB,B,101,101,0.0010614127067156763,0.9999999999999997,0.11677850129371777,3.643413496971365,1.655537595761965,3.163793836256208,3.144226051605038,0.08259312884128048,0.07992115649825654
D2,SYN046,STRONG,AB,B,101,100,0.0010614127067156763,0.998938587293284,0.11683947070334116,3.5429620594074605,1.6594672968449837,3.1588170774106983,3.1393219057395196,0.08276761018492021,0.08008598730019773
D3,SYN046,STRONG,AB,B,101,97,0.0010614127067156763,0.9972060788410918,0.11500644604290604,3.4517039739113886,1.5026221757643088,3.1498103592479643,3.131700867244139,0.08305421036439249,0.08037597328255668
D0,SYN047,STRONG,AB,B,156,156,0.0,0.9999999999999998,0.1088159262874819,3.7010333762420173,2.8659587494983216,4.035092738771585,3.980167100009309,0.030391360205441042,0.033081504584616395
D1,SYN047,STRONG,AB,B,156,156,0.0,0.9999999999999998,0.1088159262874819,3.7010333762420173,2.8659587494983216,4.035092738771585,3.980167100009309,0.030391360205441042,0.033081504584616395
D2,SYN047,STRONG,AB,B,156,156,0.0,0.9999999999999998,0.1088159262874819,3.7010333762420147,2.8659587494979806,4.035092738771587,3.980167100009309,0.03039136020544106,0.033081504584616395
D3,SYN047,STRONG,AB,B,156,151,0.0,0.9982272635044496,0.10804921741575994,3.988612116089582,3.1219656550882684,4.02727593344874,3.9714953586811466,0.030498041677822378,0.033235772954560344
D0,SYN048,STRONG,AB,B,130,130,0.00955203648085161,1.0,0.11789375248121085,2.262227139443409,2.107389375082442,3.5991289861228095,3.508772042507772,0.046579546486808454,0.04956008393562422
D1,SYN048,STRONG,AB,B,130,130,0.00955203648085161,1.0,0.09522591204730342,2.486643257049541,4.120926674517868,3.5991289861228095,3.547732267422704,0.046579546486808454,0.04864428357157542
