fia_species_code,fia_name_raw,analysis_species_id,analysis_species_name,analysis_species_authors,mapping_class,diameter_measurement_basis,pooling_group_component_code_count,pooling_group_component_codes,pooling_applied_flag,qualifying_tree_rows,qualifying_tree_rows_fold_A,qualifying_tree_rows_fold_B,confirmed_native_state_tree_rows,explicit_introduced_state_tree_rows,unclassified_state_tree_rows,component_positive_primary_plots,pooled_species_positive_primary_plots,sum_component_positive_plots_before_dedup,plot_overlap_removed_by_species_pooling,aggregation_rule
986,Avicennia germinans,18443,Avicennia germinans,(L.) L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,986,0,87,48,39,87,0,0,23,23,23,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
987,Conocarpus erectus,2734516,Conocarpus erectus,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,987,0,44,11,33,44,0,0,7,7,7,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
988,Laguncularia racemosa,2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,988,0,134,82,52,134,0,0,16,16,16,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
989,Rhizophora mangle,2523199,Rhizophora mangle,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,989,0,79,30,49,79,0,0,15,15,15,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
990,Olneya tesota,2389100,Olneya tesota,A.Gray,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,990,0,3,3,0,3,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
992,Melaleuca quinquenervia,123857,Melaleuca quinquenervia,(Cav.) S.T.Blake,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,992,0,123,64,59,0,123,0,16,16,16,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
993,Melia azedarach,2505106,Melia azedarach,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,993,0,727,355,372,0,727,0,288,288,288,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
994,Triadica sebifera,207675,Triadica sebifera,(L.) Small,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,994,0,3638,1772,1866,0,3638,0,880,880,880,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
995,Vernicia fordii,212845,Vernicia fordii,(Hemsl.) Airy Shaw,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,995,0,19,5,14,0,19,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
996,Cotinus obovatus,2740014,Cotinus obovatus,Raf.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,996,0,7,4,3,7,0,0,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
997,Elaeagnus angustifolia,2784980,Elaeagnus angustifolia,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,997,0,71,46,25,0,71,0,15,15,15,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
5147,Acer ginnala,2616524,Acer tataricum,L.,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,DBH_BREAST_HEIGHT,1,5147,0,6,0,6,0,4,2,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
5151,Acer pseudoplatanus,2616276,Acer pseudoplatanus,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,5151,0,2,1,1,0,2,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
5203,Amelanchier laevis,2940246,Amelanchier laevis,Wiegand,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,5203,0,1,0,1,0,0,1,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
5491,Fraxinus berlandieriana,369564,Fraxinus berlandieriana,A.DC.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,5491,0,3,3,0,3,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6262,Broussonetia papyrifera,2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6262,0,28,28,0,0,28,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6516,Phellodendron amurense,2541602,Phellodendron amurense,Rupr.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6516,0,3,3,0,0,3,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6696,Prunus laurocerasus,2960451,Prunus laurocerasus,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6696,0,5,3,2,0,0,5,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6707,Prunus serrulata,2961630,Prunus serrulata,Lindl.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6707,0,1,1,0,0,0,1,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6708,Prunus mexicana,2960673,Prunus mexicana,S.Watson,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6708,0,13,9,4,13,0,0,12,12,12,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6768,Quercus arkansana,171657,Quercus arkansana,Sarg.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6768,0,1,1,0,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6782,Quercus georgiana,172875,Quercus georgiana,M.A.Curtis,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6782,0,3,1,2,3,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6791,Quercus myrtifolia,174037,Quercus myrtifolia,Willd.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6791,0,22,13,9,22,0,0,11,11,11,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6799,Quercus sinuata,175179,Quercus sinuata,Walter,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,3,808;6799;8487,1,44,5,39,44,0,0,13,93,93,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
6918,Rhamnus cathartica,2523018,Rhamnus cathartica,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,6918,0,250,105,145,0,250,0,118,118,118,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7151,Ficus carica,2809827,Ficus carica,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7151,0,7,0,7,0,7,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7181,Firmiana simplex,2813006,Firmiana simplex,(L.) W.Wight,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7181,0,2,2,0,0,2,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7328,Halesia tetraptera,2838104,Halesia carolina,L.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,2,581;7328,1,1,0,1,1,0,0,1,133,133,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7454,Ilex aquifolium,2860379,Ilex aquifolium,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7454,0,5,0,5,0,5,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7455,Ilex cassine,2860502,Ilex cassine,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7455,0,79,35,44,79,0,0,23,23,23,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7469,Ilex vomitoria,2861645,Ilex vomitoria,Aiton,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7469,0,1,0,1,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7565,Leucaena leucocephala,2346347,Leucaena leucocephala,(Lam.) de Wit,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7565,0,1,1,0,0,1,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7577,Ligustrum japonicum,354176,Ligustrum japonicum,Thunb.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,7577,0,2,0,2,0,0,2,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7578,Ligustrum lucidum,354188,Ligustrum lucidum,W.T.Aiton,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,7578,0,12,5,7,0,0,12,4,4,4,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7651,Malus pumila,2950597,Malus domestica,(Suckow) Borkh.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7651,0,2,2,0,0,0,2,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
7845,Morella cerifera,2500717,Myrica cerifera,L.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,7845,0,4,1,3,4,0,0,4,4,4,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8345,Prunus caroliniana,2959079,Prunus caroliniana,(Mill.) Aiton,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8345,0,6,0,6,6,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8355,Psidium cattleianum,166659,Psidium cattleyanum,Sabine,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8355,0,1,0,1,0,1,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8421,Pyrus calleryana,2963049,Pyrus calleryana,Decne.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8421,0,176,89,87,0,176,0,82,82,82,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8423,Pyrus communis,2963115,Pyrus communis,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8423,0,17,15,2,0,17,0,9,9,9,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8427,Quercus acutissima,171430,Quercus acutissima,Carruth.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8427,0,91,60,31,0,66,25,21,21,21,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8441,Quercus geminata,172866,Quercus geminata,Small,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8441,0,159,49,110,159,0,0,31,31,31,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8449,Quercus hemisphaerica,173053,Quercus hemisphaerica,W.Bartram ex Willd.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8449,0,362,153,209,362,0,0,84,84,84,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8487,Quercus sinuata var. breviloba,175179,Quercus sinuata,Walter,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,DBH_BREAST_HEIGHT,3,808;6799;8487,1,166,84,82,166,0,0,56,93,93,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8511,Quercus gravesii,172990,Quercus gravesii,Sudw.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8511,0,2,2,0,2,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8513,Quercus buckleyi,171890,Quercus buckleyi,Nixon & Dorr,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8513,0,280,179,101,280,0,0,98,98,98,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8514,Quercus laceyi,173471,Quercus laceyi,Small,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8514,0,186,116,70,186,0,0,28,28,28,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8563,Schinus terebinthifolius,2480191,Schinus terebinthifolia,Raddi,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8563,0,26,15,11,0,26,0,10,10,10,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8612,Sideroxylon celastrinum,191834,Sideroxylon celastrinum,(Kunth) T.D.Penn.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8612,0,1,0,1,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8651,Cordia boissieri,2736585,Cordia boissieri,A.DC.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8651,0,1,0,1,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8813,Tilia cordata,2518181,Tilia cordata,Mill.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8813,0,1,1,0,0,0,1,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8851,Ulmus parvifolia,2448661,Ulmus parvifolia,Jacq.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8851,0,9,0,9,0,4,5,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8860,Vaccinium arboreum,2458798,Vaccinium arboreum,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8860,0,2,1,1,2,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
8944,Zanthoxylum clava-herculis,2469375,Zanthoxylum clava-herculis,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,8944,0,14,10,4,14,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
