model,world,observation_regime,orientation,source_fold,target_fold,synthetic_species_id,occupancy_pi_estimate,beta_binomial_rho,encounter_q_mean,brier_score,log_loss,expected_support_size,true_support_size,expected_support_size_bias,expected_support_size_relative_bias,occupied_cell_recall,precision,iou_jaccard,posterior_entropy_mean,support_size_q05,support_size_q50,support_size_q95,truth_size_within_q05_q95,target_cells,predicted_cells_at_0_5
M0,STRONG,O3,BA,B,A,SYN065,,,,0.03607705779334501,0.49842393676766933,27.0,130,-103.0,-0.7923076923076923,0.2076923076923077,1.0,0.2076923076923077,1.4815510057996346e-05,27.0,27.0,27.0,0,2855,27
M1,STRONG,O3,BA,B,A,SYN065,0.013728511365391502,0.02,0.09832365627074989,0.0355997851352705,0.19062591780939345,38.22150137146178,130,-91.77849862853822,-0.7059884509887555,0.2076923076923077,1.0,0.2076923076923077,0.023872612929038018,34.0,38.0,44.0,0,2855,27
M2,STRONG,O3,BA,B,A,SYN065,0.013728511365391502,0.02,0.09832365627074989,0.026484014677906564,0.1165402567872617,57.6836023400252,130,-72.3163976599748,-0.5562799819998061,0.36153846153846153,1.0,0.36153846153846153,0.028284930678077483,53.0,57.0,64.64999999999999,0,2855,47
M0,STRONG,O3,BA,B,A,SYN066,,,,0.03467600700525394,0.4790677062136046,43.0,142,-99.0,-0.6971830985915493,0.3028169014084507,1.0,0.3028169014084507,1.4815510057998409e-05,43.0,43.0,43.0,0,2855,43
M1,STRONG,O3,BA,B,A,SYN066,0.023648145389221137,0.02,0.07657287839650638,0.0339325956056885,0.16566362941713786,66.76411425957684,142,-75.23588574042316,-0.5298301812705856,0.3028169014084507,1.0,0.3028169014084507,0.04550809305556881,58.35,67.0,74.0,0,2855,43
M2,STRONG,O3,BA,B,A,SYN066,0.023648145389221137,0.02,0.07657287839650638,0.016701285039273057,0.06835676073775229,110.58127523412277,142,-31.41872476587723,-0.22125862511181146,0.5985915492957746,0.9883720930232558,0.5944055944055944,0.054612973963203776,103.0,110.0,119.0,0,2855,86
M0,STRONG,O3,BA,B,A,SYN067,,,,0.0070052539404553416,0.0967821527708242,89.0,109,-20.0,-0.1834862385321101,0.8165137614678899,1.0,0.8165137614678899,1.481551005800435e-05,89.0,89.0,89.0,0,2855,89
M1,STRONG,O3,BA,B,A,SYN067,0.05258406229994388,0.02,0.06418547902651063,0.007443753065759666,0.05165202619478287,150.0567597402552,109,41.05675974025519,0.3766675205527999,0.8165137614678899,1.0,0.8165137614678899,0.09811636095463212,138.35,150.0,161.64999999999998,0,2855,89
M2,STRONG,O3,BA,B,A,SYN067,0.05258406229994388,0.02,0.06418547902651063,0.004472208010303954,0.03262690834606949,183.93607079072441,109,74.93607079072441,0.6874868879882974,0.9908256880733946,0.9,0.8925619834710744,0.10493043535039527,171.35,183.0,197.0,0,2855,120
M0,STRONG,O3,BA,B,A,SYN068,,,,0.004203152364273205,0.05806969166269452,55.0,67,-12.0,-0.1791044776119403,0.8208955223880597,1.0,0.8208955223880597,1.481551005799996e-05,55.0,55.0,55.0,0,2855,55
M1,STRONG,O3,BA,B,A,SYN068,0.03027124446186163,0.02,0.07606862207810039,0.00428825626759769,0.030396345134009514,85.87392881561794,67,18.873928815617944,0.28170043008384993,0.8208955223880597,1.0,0.8208955223880597,0.056334419277850115,78.35,85.5,94.0,0,2855,55
M2,STRONG,O3,BA,B,A,SYN068,0.03027124446186163,0.02,0.07606862207810039,0.0028648252365571568,0.017803524616945232,104.93910493145003,67,37.93910493145003,0.5662552974843288,0.9701492537313433,0.8783783783783784,0.8552631578947368,0.05906578776384468,96.35,104.0,114.64999999999999,0,2855,74
M0,STRONG,O3,BA,B,A,SYN069,,,,0.01436077057793345,0.19840236317966453,35.0,76,-41.0,-0.5394736842105263,0.4605263157894737,1.0,0.4605263157894737,1.4815510057997379e-05,35.0,35.0,35.0,0,2855,35
M1,STRONG,O3,BA,B,A,SYN069,0.019720886183503053,0.02,0.07408853946798429,0.014225043001605752,0.0793710946254734,55.41371933366179,76,-20.58628066633821,-0.27087211403076594,0.4605263157894737,1.0,0.4605263157894737,0.04032247333416735,48.0,55.0,62.0,0,2855,35
M2,STRONG,O3,BA,B,A,SYN069,0.019720886183503053,0.02,0.07408853946798429,0.0038076486157918666,0.01941529696233042,82.82912387625431,76,6.8291238762543145,0.0898568931086094,0.8421052631578947,1.0,0.8421052631578947,0.045150921189341414,75.0,83.0,92.0,1,2855,64
M0,STRONG,O3,BA,B,A,SYN070,,,,0.016112084063047285,0.22259765137224558,52.0,98,-46.0,-0.46938775510204084,0.5306122448979592,1.0,0.5306122448979592,1.4815510057999571e-05,52.0,52.0,52.0,0,2855,52
M1,STRONG,O3,BA,B,A,SYN070,0.030177612473473756,0.02,0.06752499436962635,0.015980307731018308,0.08674873737234241,85.52241226373155,98,-12.477587736268447,-0.12732232383947395,0.5306122448979592,1.0,0.5306122448979592,0.06080602493923833,76.0,83.0,93.0,0,2855,52
M2,STRONG,O3,BA,B,A,SYN070,0.030177612473473756,0.02,0.06752499436962635,0.004473398800479339,0.02416784568215834,122.34242342270282,98,24.342423422702822,0.24839207574186553,0.8571428571428571,0.9655172413793104,0.8316831683168316,0.0677755884559979,113.0,122.0,132.64999999999998,0,2855,87
M0,STRONG,O3,BA,B,A,SYN071,,,,0.016112084063047285,0.22259765137224558,44.0,90,-46.0,-0.5111111111111111,0.4888888888888889,1.0,0.4888888888888889,1.4815510057998538e-05,44.0,44.0,44.0,0,2855,44
M1,STRONG,O3,BA,B,A,SYN071,0.023089090380968305,0.02,0.08586327390734225,0.015850200988866445,0.08180229391206749,65.21593717120722,90,-24.784062828792784,-0.27537847587547537,0.4888888888888889,1.0,0.4888888888888889,0.04100601953158404,57.0,65.0,72.64999999999999,0,2855,44
M2,STRONG,O3,BA,B,A,SYN071,0.023089090380968305,0.02,0.08586327390734225,0.005829935267471826,0.02483827570579535,91.47458888518037,90,1.474588885180367,0.01638432094644852,0.8,0.96,0.7741935483870968,0.04485136128080332,84.0,92.0,99.64999999999999,1,2855,75
M0,STRONG,O3,BA,B,A,SYN072,,,,0.009106830122591943,0.12581649860192146,57.0,83,-26.0,-0.3132530120481928,0.6867469879518072,1.0,0.6867469879518072,1.4815510058000218e-05,57.0,57.0,57.0,0,2855,57
M1,STRONG,O3,BA,B,A,SYN072,0.025981909225282294,0.02,0.1354476617335312,0.00896515673537963,0.04897480625710129,72.94413299561823,83,-10.055867004381767,-0.12115502414917792,0.6867469879518072,1.0,0.6867469879518072,0.0304734843010669,66.0,72.0,81.0,0,2855,57
M2,STRONG,O3,BA,B,A,SYN072,0.025981909225282294,0.02,0.1354476617335312,0.0019676043205369264,0.01110024632513827,104.18200311652805,83,21.18200311652805,0.25520485682563915,1.0,0.9325842696629213,0.9325842696629213,0.03461520183174613,96.35,104.0,111.0,0,2855,89
M0,PAIRED_NULL,O1,AB,A,B,SYN001,,,,0.03844833504977686,0.5311843403684858,27.0,139,-112.0,-0.8057553956834532,0.19424460431654678,1.0,0.19424460431654678,1.4815510057996274e-05,27.0,27.0,27.0,0,2913,27
M1,PAIRED_NULL,O1,AB,A,B,SYN001,0.014207392916485966,0.02,0.12469883008396813,0.037979268589301306,0.20391669964893397,40.20369426166155,139,-98.79630573833845,-0.7107647894844492,0.19424460431654678,1.0,0.19424460431654678,0.02691875634624019,35.0,39.5,46.0,0,2913,27
M2,PAIRED_NULL,O1,AB,A,B,SYN001,0.014207392916485966,0.02,0.12469883008396813,0.03128747097928594,0.13549949836456587,58.344588225877175,139,-80.65541177412283,-0.5802547609649125,0.2805755395683453,0.9285714285714286,0.2746478873239437,0.032740846792655605,52.0,58.0,65.64999999999999,0,2913,42
M0,PAIRED_NULL,O1,AB,A,B,SYN002,,,,0.010298661174047374,0.14228225188478194,35.0,65,-30.0,-0.46153846153846156,0.5384615384615384,1.0,0.5384615384615384,1.4815510057997288e-05,35.0,35.0,35.0,0,2913,35
M1,PAIRED_NULL,O1,AB,A,B,SYN002,0.018171132050003307,0.02,0.12505694529696382,0.010309375877538187,0.07017036139370711,51.83850710179647,65,-13.161492898203527,-0.2024845061262081,0.5384615384615384,1.0,0.5384615384615384,0.03288798814853483,45.0,51.5,58.64999999999999,0,2913,35
M2,PAIRED_NULL,O1,AB,A,B,SYN002,0.018171132050003307,0.02,0.12505694529696382,0.007941233110589935,0.033338917780105205,68.61366229498546,65,3.6136622949854598,0.05559480453823784,0.676923076923077,0.8461538461538461,0.6027397260273972,0.03619672861445592,62.0,68.0,77.0,1,2913,52
M0,PAIRED_NULL,O1,AB,A,B,SYN003,,,,0.030209406110538965,0.41735933886106036,86.0,174,-88.0,-0.5057471264367817,0.4942528735632184,1.0,0.4942528735632184,1.481551005800374e-05,86.0,86.0,86.0,0,2913,86
M1,PAIRED_NULL,O1,AB,A,B,SYN003,0.04520034193941647,0.02,0.11430508521224458,0.029820309553745733,0.15842902002447445,131.0927819088353,174,-42.90721809116471,-0.24659320742048682,0.4942528735632184,1.0,0.4942528735632184,0.0734486303517536,122.0,131.0,141.64999999999998,0,2913,86
M2,PAIRED_NULL,O1,AB,A,B,SYN003,0.04520034193941647,0.02,0.11430508521224458,0.008017681438112002,0.03913357480578115,181.3133379620189,174,7.313337962018892,0.04203067794263731,0.8390804597701149,1.0,0.8390804597701149,0.07604957388613116,169.0,179.0,193.64999999999998,1,2913,146
M0,PAIRED_NULL,O1,AB,A,B,SYN004,,,,0.01991074493649159,0.2750780869767784,90.0,148,-58.0,-0.3918918918918919,0.6081081081081081,1.0,0.6081081081081081,1.4815510058004245e-05,90.0,90.0,90.0,0,2913,90
M1,PAIRED_NULL,O1,AB,A,B,SYN004,0.04673620923970285,0.02,0.11831509114241903,0.020171932763540956,0.12678827072986826,135.62328474373197,148,-12.376715256268028,-0.08362645443424344,0.6081081081081081,1.0,0.6081081081081081,0.07384540812597423,124.35,135.5,148.0,1,2913,90
M2,PAIRED_NULL,O1,AB,A,B,SYN004,0.04673620923970285,0.02,0.11831509114241903,0.011440275739432737,0.0504006809056368,174.81327003047682,148,26.813270030476815,0.18117074344916767,0.7972972972972973,0.9076923076923077,0.7375,0.08051665775431381,162.7,175.0,186.0,0,2913,130
M0,PAIRED_NULL,O1,AB,A,B,SYN005,,,,0.020254033642293168,0.2798207953729211,79.0,138,-59.0,-0.427536231884058,0.572463768115942,1.0,0.572463768115942,1.4815510058002854e-05,79.0,79.0,79.0,0,2913,79
M1,PAIRED_NULL,O1,AB,A,B,SYN005,0.0388358432153643,0.02,0.13756183190168753,0.019973300514922767,0.10480571498796172,112.55116596207385,138,-25.448834037926147,-0.1844118408545373,0.572463768115942,1.0,0.572463768115942,0.05672240906582146,103.0,112.5,122.64999999999999,0,2913,79
M2,PAIRED_NULL,O1,AB,A,B,SYN005,0.0388358432153643,0.02,0.13756183190168753,0.009401261504952768,0.0393683973276502,151.7240380616903,138,13.724038061690294,0.0994495511716688,0.8043478260869565,0.925,0.7551020408163265,0.062312132567186124,142.0,151.0,161.64999999999998,0,2913,120
M0,PAIRED_NULL,O1,AB,A,B,SYN006,,,,0.012358393408856848,0.1707385022616383,30.0,66,-36.0,-0.5454545454545454,0.45454545454545453,1.0,0.45454545454545453,1.4815510057996656e-05,30.0,30.0,30.0,0,2913,30
M1,PAIRED_NULL,O1,AB,A,B,SYN006,0.01561821205286875,0.02,0.12648773199840832,0.012282426919222288,0.0754915434774701,44.34852926643892,66,-21.651470733561077,-0.3280525868721375,0.45454545454545453,1.0,0.45454545454545453,0.028791953249490364,38.35,44.0,51.0,0,2913,30
M2,PAIRED_NULL,O1,AB,A,B,SYN006,0.01561821205286875,0.02,0.12648773199840832,0.00596769095042459,0.02585633695455681,62.41625950256646,66,-3.5837404974335385,-0.0542990984459627,0.696969696969697,1.0,0.696969696969697,0.03193953188633702,54.35,62.0,70.0,1,2913,46
M0,PAIRED_NULL,O1,AB,A,B,SYN007,,,,0.03226913834534844,0.44581558923791664,36.0,130,-94.0,-0.7230769230769231,0.27692307692307694,1.0,0.27692307692307694,1.4815510057997413e-05,36.0,36.0,36.0,0,2913,36
M1,PAIRED_NULL,O1,AB,A,B,SYN007,0.01915746257184955,0.02,0.11587952032451514,0.0317337029406606,0.16441977932258287,54.70868615279475,130,-75.29131384720526,-0.5791639526708097,0.27692307692307694,1.0,0.27692307692307694,0.03614609181201792,49.0,54.0,62.64999999999999,0,2913,36
M2,PAIRED_NULL,O1,AB,A,B,SYN007,0.01915746257184955,0.02,0.11587952032451514,0.020364410198049413,0.07802705333675462,92.79601544924792,130,-37.20398455075208,-0.28618449654424677,0.5076923076923077,0.9041095890410958,0.48175182481751827,0.04636455993373284,84.0,92.5,101.0,0,2913,73
M0,PAIRED_NULL,O1,AB,A,B,SYN008,,,,0.01888087881908685,0.2608499617883502,67.0,122,-55.0,-0.45081967213114754,0.5491803278688525,1.0,0.5491803278688525,1.4815510058001335e-05,67.0,67.0,67.0,0,2913,67
M1,PAIRED_NULL,O1,AB,A,B,SYN008,0.03163092742473962,0.02,0.15953540844445657,0.018845739512969015,0.12224618133416151,91.48910621150434,122,-30.510893788495665,-0.25008929334832514,0.5491803278688525,1.0,0.5491803278688525,0.04326188154262608,83.0,92.0,100.64999999999999,0,2913,67
M2,PAIRED_NULL,O1,AB,A,B,SYN008,0.03163092742473962,0.02,0.15953540844445657,0.010727495181455785,0.048029643345415825,116.68916062780531,122,-5.3108393721946925,-0.04353147026389092,0.7540983606557377,0.9108910891089109,0.7022900763358778,0.04733470103136497,107.0,117.0,126.29999999999998,1,2913,101
M0,PAIRED_NULL,O1,AB,A,B,SYN009,,,,0.018537590113285273,0.2561072533922075,26.0,80,-54.0,-0.675,0.325,1.0,0.325,1.481551005799615e-05,26.0,26.0,26.0,0,2913,26
M1,PAIRED_NULL,O1,AB,A,B,SYN009,0.013071354749724474,0.02,0.16045868687085235,0.01828166697078589,0.09889260764729292,35.94278382408142,80,-44.05721617591858,-0.5507152021989823,0.325,1.0,0.325,0.02063992172369072,32.0,36.0,42.64999999999999,0,2913,26
M2,PAIRED_NULL,O1,AB,A,B,SYN009,0.013071354749724474,0.02,0.16045868687085235,0.009845089253080122,0.04373360781810376,61.67131754047596,80,-18.32868245952404,-0.2291085307440505,0.6375,0.9444444444444444,0.6144578313253012,0.025787768688365673,56.0,61.5,68.0,0,2913,54
M0,PAIRED_NULL,O1,AB,A,B,SYN010,,,,0.013731548232063165,0.18970933584620925,64.0,104,-40.0,-0.38461538461538464,0.6153846153846154,1.0,0.6153846153846154,1.4815510058000959e-05,64.0,64.0,64.0,0,2913,64
M1,PAIRED_NULL,O1,AB,A,B,SYN010,0.04527801019014572,0.02,0.06265619524648698,0.013973955034297514,0.08673174309874153,130.9806415341258,104,26.980641534125795,0.25942924552044033,0.6153846153846154,1.0,0.6153846153846154,0.10574209903925419,118.0,130.0,145.0,0,2913,64
M2,PAIRED_NULL,O1,AB,A,B,SYN010,0.04527801019014572,0.02,0.06265619524648698,0.008387876328501768,0.05320241399796989,156.59553158367547,104,52.595531583675466,0.5057262652276487,0.8173076923076923,0.9239130434782609,0.7657657657657657,0.10788074864400321,144.35,155.5,170.0,0,2913,92
M0,PAIRED_NULL,O1,AB,A,B,SYN011,,,,0.017164435290078956,0.2371364198076365,73.0,123,-50.0,-0.4065040650406504,0.5934959349593496,1.0,0.5934959349593496,1.4815510058002097e-05,73.0,73.0,73.0,0,2913,73
M1,PAIRED_NULL,O1,AB,A,B,SYN011,0.042692553060021184,0.02,0.08934135191516314,0.01731683540718758,0.10062880810564612,123.58570392703336,123,0.5857039270333644,0.004761820544986702,0.5934959349593496,1.0,0.5934959349593496,0.0825226632907332,112.35,125.0,135.64999999999998,1,2913,73
M2,PAIRED_NULL,O1,AB,A,B,SYN011,0.042692553060021184,0.02,0.08934135191516314,0.009378888089265755,0.044018257604780384,160.23865660150022,123,37.238656601500224,0.30275330570325387,0.8130081300813008,0.9090909090909091,0.7518796992481203,0.08958006563382262,150.0,161.0,175.64999999999998,0,2913,110
M0,PAIRED_NULL,O1,AB,A,B,SYN012,,,,0.037075180226570546,0.5122135067839149,46.0,154,-108.0,-0.7012987012987013,0.2987012987012987,1.0,0.2987012987012987,1.481551005799868e-05,46.0,46.0,46.0,0,2913,46
M1,PAIRED_NULL,O1,AB,A,B,SYN012,0.024477997413620552,0.02,0.11376096454821814,0.036366653866640467,0.1837322828732763,70.31014766877749,154,-83.68985233122251,-0.543440599553393,0.2987012987012987,1.0,0.2987012987012987,0.044843449475098024,62.0,70.5,78.0,0,2913,46
M2,PAIRED_NULL,O1,AB,A,B,SYN012,0.024477997413620552,0.02,0.11376096454821814,0.022671380780396756,0.08505881459942177,111.96453896628255,154,-42.03546103371745,-0.27295753917998344,0.5194805194805194,0.9195402298850575,0.4968944099378882,0.05528314174785997,103.0,112.0,120.64999999999999,0,2913,87
M0,PAIRED_NULL,O1,AB,A,B,SYN013,,,,0.018194301407483692,0.25136454499606475,73.0,126,-53.0,-0.42063492063492064,0.5793650793650794,1.0,0.5793650793650794,1.4815510058002097e-05,73.0,73.0,73.0,0,2913,73
M1,PAIRED_NULL,O1,AB,A,B,SYN013,0.04482287906659006,0.02,0.08112997984219325,0.01793101822494162,0.09399105593013307,129.7724973175314,126,3.772497317531389,0.02994045490104277,0.5793650793650794,1.0,0.5793650793650794,0.09121996913629088,118.0,130.0,142.64999999999998,1,2913,73
M2,PAIRED_NULL,O1,AB,A,B,SYN013,0.04482287906659006,0.02,0.08112997984219325,0.005400823355518368,0.03380605955462027,169.39986801360968,126,43.39986801360968,0.34444339693341014,0.8809523809523809,0.9568965517241379,0.8473282442748091,0.09439576244807867,158.0,171.0,183.0,0,2913,116
M0,PAIRED_NULL,O1,AB,A,B,SYN014,,,,0.01613456917267422,0.22290829461920833,78.0,125,-47.0,-0.376,0.624,1.0,0.624,1.4815510058002725e-05,78.0,78.0,78.0,0,2913,78
M1,PAIRED_NULL,O1,AB,A,B,SYN014,0.035738752533995666,0.02,0.1752350588313933,0.01616145945862042,0.1026658900700512,103.63611909070937,125,-21.36388090929063,-0.17091104727432502,0.624,1.0,0.624,0.044189047724994136,96.0,102.5,112.64999999999999,0,2913,78
M2,PAIRED_NULL,O1,AB,A,B,SYN014,0.035738752533995666,0.02,0.1752350588313933,0.010654148517390391,0.045125344591358384,133.04582122577747,125,8.045821225777473,0.06436656980621978,0.784,0.8990825688073395,0.7205882352941176,0.04934535619803814,125.0,132.0,142.0,1,2913,109
M0,PAIRED_NULL,O1,AB,A,B,SYN015,,,,0.020254033642293168,0.2798207953729211,104.0,163,-59.0,-0.3619631901840491,0.6380368098159509,1.0,0.6380368098159509,1.4815510058006017e-05,104.0,104.0,104.0,0,2913,104
M1,PAIRED_NULL,O1,AB,A,B,SYN015,0.06892753951525961,0.02,0.07000856565469293,0.020057121247922496,0.10658405846230028,200.23767202008312,163,37.237672020083124,0.22845197558333205,0.6380368098159509,1.0,0.6380368098159509,0.13855271352825724,184.35,200.0,214.64999999999998,0,2913,104
M2,PAIRED_NULL,O1,AB,A,B,SYN015,0.06892753951525961,0.02,0.07000856565469293,0.013167441462906689,0.06763725281383084,228.13217905754897,163,65.13217905754897,0.39958392059845993,0.7791411042944786,0.9407407407407408,0.7426900584795322,0.14015068231048985,213.0,229.0,243.64999999999998,0,2913,135
M0,PAIRED_NULL,O1,AB,A,B,SYN016,,,,0.01991074493649159,0.2750780869767783,40.0,98,-58.0,-0.5918367346938775,0.40816326530612246,1.0,0.40816326530612246,1.4815510057997921e-05,40.0,40.0,40.0,0,2913,40
M1,PAIRED_NULL,O1,AB,A,B,SYN016,0.022318512929572876,0.02,0.10215159827007458,0.01952600985580324,0.10006803978595745,63.938517358558535,98,-34.061482641441465,-0.34756614940246394,0.40816326530612246,1.0,0.40816326530612246,0.0447875446877879,57.0,64.0,71.0,0,2913,40
M2,PAIRED_NULL,O1,AB,A,B,SYN016,0.022318512929572876,0.02,0.10215159827007458,0.01031025548738017,0.042323369193832235,90.6300803695959,98,-7.369919630404098,-0.0752032615347357,0.6428571428571429,0.9692307692307692,0.63,0.050212727966027056,81.0,90.0,101.0,1,2913,65
M0,PAIRED_NULL,O1,AB,A,B,SYN017,,,,0.017507723995880537,0.24187912820377924,117.0,168,-51.0,-0.30357142857142855,0.6964285714285714,1.0,0.6964285714285714,1.481551005800766e-05,117.0,117.0,117.0,0,2913,117
M1,PAIRED_NULL,O1,AB,A,B,SYN017,0.062358431188349536,0.02,0.10977364029238447,0.018088296354122825,0.1091408378771444,181.37066764796685,168,13.370667647966854,0.07958730742837414,0.6964285714285714,1.0,0.6964285714285714,0.09724543478715618,168.35,180.0,194.64999999999998,0,2913,117
M2,PAIRED_NULL,O1,AB,A,B,SYN017,0.062358431188349536,0.02,0.10977364029238447,0.007020797971938608,0.03908853223434167,236.34359961139504,168,68.34359961139504,0.40680714054401806,0.9523809523809523,0.9142857142857143,0.8743169398907104,0.10186749519535734,223.35,236.0,250.0,0,2913,175
M0,PAIRED_NULL,O1,AB,A,B,SYN018,,,,0.010641949879848954,0.14702496028092468,35.0,66,-31.0,-0.4696969696969697,0.5303030303030303,1.0,0.5303030303030303,1.481551005799729e-05,35.0,35.0,35.0,0,2913,35
M1,PAIRED_NULL,O1,AB,A,B,SYN018,0.01721723234497221,0.02,0.14784354269849684,0.010616087793267712,0.06995462229948046,49.09273702466156,66,-16.90726297533844,-0.2561706511414915,0.5303030303030303,1.0,0.5303030303030303,0.027866083571670648,43.0,49.0,55.64999999999999,0,2913,35
M2,PAIRED_NULL,O1,AB,A,B,SYN018,0.01721723234497221,0.02,0.14784354269849684,0.0072891980447768855,0.03222850797860625,62.946364603898395,66,-3.0536353961016047,-0.04626720297123643,0.696969696969697,0.8679245283018868,0.6301369863013698,0.029144550194950714,56.0,63.0,68.64999999999999,1,2913,53
M0,PAIRED_NULL,O1,AB,A,B,SYN019,,,,0.013731548232063165,0.18970933584620925,33.0,73,-40.0,-0.547945205479452,0.4520547945205479,1.0,0.4520547945205479,1.4815510057997035e-05,33.0,33.0,33.0,0,2913,33
M1,PAIRED_NULL,O1,AB,A,B,SYN019,0.020357054374081935,0.02,0.0834089962615694,0.013571702730792043,0.0752918250926603,58.13199004758295,73,-14.868009952417047,-0.20367136921119242,0.4520547945205479,1.0,0.4520547945205479,0.04740050080594944,51.0,57.0,67.0,0,2913,33
